sourceTaxonName	sourceTaxonSpeciesName	sourceTaxonRank	sourceTaxonFamilyName	interactionTypeName	targetTaxonName	targetTaxonSpeciesName	targetTaxonRank	sourceCitation	sourceDOI	referenceDoi	referenceUrl	referenceCitation	sourceTaxonKingdomName	targetTaxonKingdomName
Chlamydophila pneumoniae	Chlamydophila pneumoniae	species	Chlamydiaceae	hasHost	Homo sapiens	Homo sapiens	species	Sarah E Miller. 4/18/2016. Species associations from Wardeh, M. et al. Database of host-pathogen and related species interactions, and their global distribution. Sci. Data 2:150049 doi: 10.1038/sdata.2015.49 (2015)	10.5281/zenodo.258189			http://www.ncbi.nlm.nih.gov/pubmed/10836344	Bacteria	Animalia
Chlamydophila pneumoniae	Chlamydophila pneumoniae	species	Chlamydiaceae	hasHost	Homo sapiens	Homo sapiens	species	Sarah E Miller. 4/18/2016. Species associations from Wardeh, M. et al. Database of host-pathogen and related species interactions, and their global distribution. Sci. Data 2:150049 doi: 10.1038/sdata.2015.49 (2015)	10.5281/zenodo.258189			http://www.ncbi.nlm.nih.gov/pubmed/10720536	Bacteria	Animalia
Chlamydophila pneumoniae	Chlamydophila pneumoniae	species	Chlamydiaceae	hasHost	Homo sapiens	Homo sapiens	species	Sarah E Miller. 4/18/2016. Species associations from Wardeh, M. et al. Database of host-pathogen and related species interactions, and their global distribution. Sci. Data 2:150049 doi: 10.1038/sdata.2015.49 (2015)	10.5281/zenodo.258189			http://www.ncbi.nlm.nih.gov/pubmed/11981302	Bacteria	Animalia
Chlamydophila pneumoniae	Chlamydophila pneumoniae	species	Chlamydiaceae	hasHost	Homo sapiens	Homo sapiens	species	Sarah E Miller. 4/18/2016. Species associations from Wardeh, M. et al. Database of host-pathogen and related species interactions, and their global distribution. Sci. Data 2:150049 doi: 10.1038/sdata.2015.49 (2015)	10.5281/zenodo.258189			http://www.ncbi.nlm.nih.gov/pubmed/10738358	Bacteria	Animalia
Chlamydophila pneumoniae	Chlamydophila pneumoniae	species	Chlamydiaceae	hasHost	Homo sapiens	Homo sapiens	species	Sarah E Miller. 4/18/2016. Species associations from Wardeh, M. et al. Database of host-pathogen and related species interactions, and their global distribution. Sci. Data 2:150049 doi: 10.1038/sdata.2015.49 (2015)	10.5281/zenodo.258189			http://www.ncbi.nlm.nih.gov/pubmed/10748879	Bacteria	Animalia
Chlamydophila pneumoniae	Chlamydophila pneumoniae	species	Chlamydiaceae	hasHost	Homo sapiens	Homo sapiens	species	Sarah E Miller. 4/18/2016. Species associations from Wardeh, M. et al. Database of host-pathogen and related species interactions, and their global distribution. Sci. Data 2:150049 doi: 10.1038/sdata.2015.49 (2015)	10.5281/zenodo.258189			http://www.ncbi.nlm.nih.gov/pubmed/10722440	Bacteria	Animalia
Chlamydophila pneumoniae	Chlamydophila pneumoniae	species	Chlamydiaceae	hasHost	Homo sapiens	Homo sapiens	species	Sarah E Miller. 4/18/2016. Species associations from Wardeh, M. et al. Database of host-pathogen and related species interactions, and their global distribution. Sci. Data 2:150049 doi: 10.1038/sdata.2015.49 (2015)	10.5281/zenodo.258189			http://www.ncbi.nlm.nih.gov/pubmed/10642692	Bacteria	Animalia
Chlamydophila pneumoniae	Chlamydophila pneumoniae	species	Chlamydiaceae	hasHost	Homo sapiens	Homo sapiens	species	Sarah E Miller. 4/18/2016. Species associations from Wardeh, M. et al. Database of host-pathogen and related species interactions, and their global distribution. Sci. Data 2:150049 doi: 10.1038/sdata.2015.49 (2015)	10.5281/zenodo.258189			http://www.ncbi.nlm.nih.gov/pubmed/10712401	Bacteria	Animalia
Chlamydophila pneumoniae	Chlamydophila pneumoniae	species	Chlamydiaceae	hasHost	Homo sapiens	Homo sapiens	species	Sarah E Miller. 4/18/2016. Species associations from Wardeh, M. et al. Database of host-pathogen and related species interactions, and their global distribution. Sci. Data 2:150049 doi: 10.1038/sdata.2015.49 (2015)	10.5281/zenodo.258189			http://www.ncbi.nlm.nih.gov/pubmed/10539867	Bacteria	Animalia
Chlamydophila pneumoniae	Chlamydophila pneumoniae	species	Chlamydiaceae	hasHost	Homo sapiens	Homo sapiens	species	Sarah E Miller. 4/18/2016. Species associations from Wardeh, M. et al. Database of host-pathogen and related species interactions, and their global distribution. Sci. Data 2:150049 doi: 10.1038/sdata.2015.49 (2015)	10.5281/zenodo.258189			http://www.ncbi.nlm.nih.gov/pubmed/10684935	Bacteria	Animalia
Chlamydophila pneumoniae	Chlamydophila pneumoniae	species	Chlamydiaceae	hasHost	Homo sapiens	Homo sapiens	species	Sarah E Miller. 4/18/2016. Species associations from Wardeh, M. et al. Database of host-pathogen and related species interactions, and their global distribution. Sci. Data 2:150049 doi: 10.1038/sdata.2015.49 (2015)	10.5281/zenodo.258189			http://www.ncbi.nlm.nih.gov/pubmed/10539856	Bacteria	Animalia
Chlamydophila pneumoniae	Chlamydophila pneumoniae	species	Chlamydiaceae	hasHost	Homo sapiens	Homo sapiens	species	Sarah E Miller. 4/18/2016. Species associations from Wardeh, M. et al. Database of host-pathogen and related species interactions, and their global distribution. Sci. Data 2:150049 doi: 10.1038/sdata.2015.49 (2015)	10.5281/zenodo.258189			http://www.ncbi.nlm.nih.gov/pubmed/10426860	Bacteria	Animalia
Chlamydophila pneumoniae	Chlamydophila pneumoniae	species	Chlamydiaceae	hasHost	Homo sapiens	Homo sapiens	species	Sarah E Miller. 4/18/2016. Species associations from Wardeh, M. et al. Database of host-pathogen and related species interactions, and their global distribution. Sci. Data 2:150049 doi: 10.1038/sdata.2015.49 (2015)	10.5281/zenodo.258189			http://www.ncbi.nlm.nih.gov/pubmed/10338498	Bacteria	Animalia
Chlamydophila pneumoniae	Chlamydophila pneumoniae	species	Chlamydiaceae	hasHost	Homo sapiens	Homo sapiens	species	Sarah E Miller. 4/18/2016. Species associations from Wardeh, M. et al. Database of host-pathogen and related species interactions, and their global distribution. Sci. Data 2:150049 doi: 10.1038/sdata.2015.49 (2015)	10.5281/zenodo.258189			http://www.ncbi.nlm.nih.gov/pubmed/10068592	Bacteria	Animalia
Chlamydophila pneumoniae	Chlamydophila pneumoniae	species	Chlamydiaceae	hasHost	Homo sapiens	Homo sapiens	species	Sarah E Miller. 4/18/2016. Species associations from Wardeh, M. et al. Database of host-pathogen and related species interactions, and their global distribution. Sci. Data 2:150049 doi: 10.1038/sdata.2015.49 (2015)	10.5281/zenodo.258189			http://www.ncbi.nlm.nih.gov/pubmed/10225398	Bacteria	Animalia
Chlamydophila pneumoniae	Chlamydophila pneumoniae	species	Chlamydiaceae	hasHost	Homo sapiens	Homo sapiens	species	Sarah E Miller. 4/18/2016. Species associations from Wardeh, M. et al. Database of host-pathogen and related species interactions, and their global distribution. Sci. Data 2:150049 doi: 10.1038/sdata.2015.49 (2015)	10.5281/zenodo.258189			http://www.ncbi.nlm.nih.gov/pubmed/10096928	Bacteria	Animalia
Chlamydophila pneumoniae	Chlamydophila pneumoniae	species	Chlamydiaceae	hasHost	Homo sapiens	Homo sapiens	species	Sarah E Miller. 4/18/2016. Species associations from Wardeh, M. et al. Database of host-pathogen and related species interactions, and their global distribution. Sci. Data 2:150049 doi: 10.1038/sdata.2015.49 (2015)	10.5281/zenodo.258189			http://www.ncbi.nlm.nih.gov/pubmed/9894626	Bacteria	Animalia
Chlamydophila pneumoniae	Chlamydophila pneumoniae	species	Chlamydiaceae	hasHost	Homo sapiens	Homo sapiens	species	Sarah E Miller. 4/18/2016. Species associations from Wardeh, M. et al. Database of host-pathogen and related species interactions, and their global distribution. Sci. Data 2:150049 doi: 10.1038/sdata.2015.49 (2015)	10.5281/zenodo.258189			http://www.ncbi.nlm.nih.gov/pubmed/9833076	Bacteria	Animalia
Chlamydophila pneumoniae	Chlamydophila pneumoniae	species	Chlamydiaceae	hasHost	Homo sapiens	Homo sapiens	species	Sarah E Miller. 4/18/2016. Species associations from Wardeh, M. et al. Database of host-pathogen and related species interactions, and their global distribution. Sci. Data 2:150049 doi: 10.1038/sdata.2015.49 (2015)	10.5281/zenodo.258189			http://www.ncbi.nlm.nih.gov/nuccore/298579122	Bacteria	Animalia
Chlamydophila pneumoniae	Chlamydophila pneumoniae	species	Chlamydiaceae	hasHost	Homo sapiens	Homo sapiens	species	Sarah E Miller. 4/18/2016. Species associations from Wardeh, M. et al. Database of host-pathogen and related species interactions, and their global distribution. Sci. Data 2:150049 doi: 10.1038/sdata.2015.49 (2015)	10.5281/zenodo.258189			http://www.ncbi.nlm.nih.gov/nuccore/315075629	Bacteria	Animalia
Chlamydophila pneumoniae	Chlamydophila pneumoniae	species	Chlamydiaceae	hasHost	Homo sapiens	Homo sapiens	species	Sarah E Miller. 4/18/2016. Species associations from Wardeh, M. et al. Database of host-pathogen and related species interactions, and their global distribution. Sci. Data 2:150049 doi: 10.1038/sdata.2015.49 (2015)	10.5281/zenodo.258189			http://www.ncbi.nlm.nih.gov/pubmed/9795995	Bacteria	Animalia
Chlamydophila pneumoniae	Chlamydophila pneumoniae	species	Chlamydiaceae	hasHost	Homo sapiens	Homo sapiens	species	Sarah E Miller. 4/18/2016. Species associations from Wardeh, M. et al. Database of host-pathogen and related species interactions, and their global distribution. Sci. Data 2:150049 doi: 10.1038/sdata.2015.49 (2015)	10.5281/zenodo.258189			http://www.ncbi.nlm.nih.gov/pubmed/9753878	Bacteria	Animalia
Chlamydophila pneumoniae	Chlamydophila pneumoniae	species	Chlamydiaceae	hasHost	Homo sapiens	Homo sapiens	species	Sarah E Miller. 4/18/2016. Species associations from Wardeh, M. et al. Database of host-pathogen and related species interactions, and their global distribution. Sci. Data 2:150049 doi: 10.1038/sdata.2015.49 (2015)	10.5281/zenodo.258189			http://www.ncbi.nlm.nih.gov/nuccore/298579118	Bacteria	Animalia
Chlamydophila pneumoniae	Chlamydophila pneumoniae	species	Chlamydiaceae	hasHost	Homo sapiens	Homo sapiens	species	Sarah E Miller. 4/18/2016. Species associations from Wardeh, M. et al. Database of host-pathogen and related species interactions, and their global distribution. Sci. Data 2:150049 doi: 10.1038/sdata.2015.49 (2015)	10.5281/zenodo.258189			http://www.ncbi.nlm.nih.gov/nuccore/298579107	Bacteria	Animalia
Chlamydophila pneumoniae	Chlamydophila pneumoniae	species	Chlamydiaceae	hasHost	Homo sapiens	Homo sapiens	species	Sarah E Miller. 4/18/2016. Species associations from Wardeh, M. et al. Database of host-pathogen and related species interactions, and their global distribution. Sci. Data 2:150049 doi: 10.1038/sdata.2015.49 (2015)	10.5281/zenodo.258189			http://www.ncbi.nlm.nih.gov/pubmed/9711934	Bacteria	Animalia
Chlamydophila pneumoniae	Chlamydophila pneumoniae	species	Chlamydiaceae	hasHost	Homo sapiens	Homo sapiens	species	Sarah E Miller. 4/18/2016. Species associations from Wardeh, M. et al. Database of host-pathogen and related species interactions, and their global distribution. Sci. Data 2:150049 doi: 10.1038/sdata.2015.49 (2015)	10.5281/zenodo.258189			http://www.ncbi.nlm.nih.gov/nuccore/298579114	Bacteria	Animalia
Chlamydophila pneumoniae	Chlamydophila pneumoniae	species	Chlamydiaceae	hasHost	Homo sapiens	Homo sapiens	species	Sarah E Miller. 4/18/2016. Species associations from Wardeh, M. et al. Database of host-pathogen and related species interactions, and their global distribution. Sci. Data 2:150049 doi: 10.1038/sdata.2015.49 (2015)	10.5281/zenodo.258189			http://www.ncbi.nlm.nih.gov/nuccore/298579091	Bacteria	Animalia
Chlamydophila pneumoniae	Chlamydophila pneumoniae	species	Chlamydiaceae	hasHost	Homo sapiens	Homo sapiens	species	Sarah E Miller. 4/18/2016. Species associations from Wardeh, M. et al. Database of host-pathogen and related species interactions, and their global distribution. Sci. Data 2:150049 doi: 10.1038/sdata.2015.49 (2015)	10.5281/zenodo.258189			http://www.ncbi.nlm.nih.gov/pubmed/9650931	Bacteria	Animalia
Chlamydophila pneumoniae	Chlamydophila pneumoniae	species	Chlamydiaceae	hasHost	Homo sapiens	Homo sapiens	species	Sarah E Miller. 4/18/2016. Species associations from Wardeh, M. et al. Database of host-pathogen and related species interactions, and their global distribution. Sci. Data 2:150049 doi: 10.1038/sdata.2015.49 (2015)	10.5281/zenodo.258189			http://www.ncbi.nlm.nih.gov/pubmed/9337182	Bacteria	Animalia
Chlamydophila pneumoniae	Chlamydophila pneumoniae	species	Chlamydiaceae	hasHost	Homo sapiens	Homo sapiens	species	Sarah E Miller. 4/18/2016. Species associations from Wardeh, M. et al. Database of host-pathogen and related species interactions, and their global distribution. Sci. Data 2:150049 doi: 10.1038/sdata.2015.49 (2015)	10.5281/zenodo.258189			http://www.ncbi.nlm.nih.gov/nuccore/298579101	Bacteria	Animalia
Chlamydophila pneumoniae	Chlamydophila pneumoniae	species	Chlamydiaceae	hasHost	Homo sapiens	Homo sapiens	species	Sarah E Miller. 4/18/2016. Species associations from Wardeh, M. et al. Database of host-pathogen and related species interactions, and their global distribution. Sci. Data 2:150049 doi: 10.1038/sdata.2015.49 (2015)	10.5281/zenodo.258189			http://www.ncbi.nlm.nih.gov/nuccore/298579099	Bacteria	Animalia
Chlamydophila pneumoniae	Chlamydophila pneumoniae	species	Chlamydiaceae	hasHost	Homo sapiens	Homo sapiens	species	Sarah E Miller. 4/18/2016. Species associations from Wardeh, M. et al. Database of host-pathogen and related species interactions, and their global distribution. Sci. Data 2:150049 doi: 10.1038/sdata.2015.49 (2015)	10.5281/zenodo.258189			http://www.ncbi.nlm.nih.gov/pubmed/9221706	Bacteria	Animalia
Chlamydophila pneumoniae	Chlamydophila pneumoniae	species	Chlamydiaceae	hasHost	Homo sapiens	Homo sapiens	species	Sarah E Miller. 4/18/2016. Species associations from Wardeh, M. et al. Database of host-pathogen and related species interactions, and their global distribution. Sci. Data 2:150049 doi: 10.1038/sdata.2015.49 (2015)	10.5281/zenodo.258189			http://www.ncbi.nlm.nih.gov/pubmed/9259071	Bacteria	Animalia
Chlamydophila pneumoniae	Chlamydophila pneumoniae	species	Chlamydiaceae	hasHost	Homo sapiens	Homo sapiens	species	Sarah E Miller. 4/18/2016. Species associations from Wardeh, M. et al. Database of host-pathogen and related species interactions, and their global distribution. Sci. Data 2:150049 doi: 10.1038/sdata.2015.49 (2015)	10.5281/zenodo.258189			http://www.ncbi.nlm.nih.gov/nuccore/298579084	Bacteria	Animalia
Chlamydophila pneumoniae	Chlamydophila pneumoniae	species	Chlamydiaceae	hasHost	Homo sapiens	Homo sapiens	species	Sarah E Miller. 4/18/2016. Species associations from Wardeh, M. et al. Database of host-pathogen and related species interactions, and their global distribution. Sci. Data 2:150049 doi: 10.1038/sdata.2015.49 (2015)	10.5281/zenodo.258189			http://www.ncbi.nlm.nih.gov/nuccore/298579087	Bacteria	Animalia
Chlamydophila pneumoniae	Chlamydophila pneumoniae	species	Chlamydiaceae	hasHost	Homo sapiens	Homo sapiens	species	Sarah E Miller. 4/18/2016. Species associations from Wardeh, M. et al. Database of host-pathogen and related species interactions, and their global distribution. Sci. Data 2:150049 doi: 10.1038/sdata.2015.49 (2015)	10.5281/zenodo.258189			http://www.ncbi.nlm.nih.gov/pubmed/9120159	Bacteria	Animalia
Chlamydophila pneumoniae	Chlamydophila pneumoniae	species	Chlamydiaceae	hasHost	Homo sapiens	Homo sapiens	species	Sarah E Miller. 4/18/2016. Species associations from Wardeh, M. et al. Database of host-pathogen and related species interactions, and their global distribution. Sci. Data 2:150049 doi: 10.1038/sdata.2015.49 (2015)	10.5281/zenodo.258189			http://www.ncbi.nlm.nih.gov/pubmed/9730308	Bacteria	Animalia
Chlamydophila pneumoniae	Chlamydophila pneumoniae	species	Chlamydiaceae	hasHost	Homo sapiens	Homo sapiens	species	Sarah E Miller. 4/18/2016. Species associations from Wardeh, M. et al. Database of host-pathogen and related species interactions, and their global distribution. Sci. Data 2:150049 doi: 10.1038/sdata.2015.49 (2015)	10.5281/zenodo.258189			http://www.ncbi.nlm.nih.gov/nuccore/298579075	Bacteria	Animalia
Chlamydophila pneumoniae	Chlamydophila pneumoniae	species	Chlamydiaceae	hasHost	Homo sapiens	Homo sapiens	species	Sarah E Miller. 4/18/2016. Species associations from Wardeh, M. et al. Database of host-pathogen and related species interactions, and their global distribution. Sci. Data 2:150049 doi: 10.1038/sdata.2015.49 (2015)	10.5281/zenodo.258189			http://www.ncbi.nlm.nih.gov/nuccore/298579072	Bacteria	Animalia
Chlamydophila pneumoniae	Chlamydophila pneumoniae	species	Chlamydiaceae	hasHost	Homo sapiens	Homo sapiens	species	Sarah E Miller. 4/18/2016. Species associations from Wardeh, M. et al. Database of host-pathogen and related species interactions, and their global distribution. Sci. Data 2:150049 doi: 10.1038/sdata.2015.49 (2015)	10.5281/zenodo.258189			http://www.ncbi.nlm.nih.gov/pubmed/8938646	Bacteria	Animalia
Chlamydophila pneumoniae	Chlamydophila pneumoniae	species	Chlamydiaceae	hasHost	Homo sapiens	Homo sapiens	species	Sarah E Miller. 4/18/2016. Species associations from Wardeh, M. et al. Database of host-pathogen and related species interactions, and their global distribution. Sci. Data 2:150049 doi: 10.1038/sdata.2015.49 (2015)	10.5281/zenodo.258189			http://www.ncbi.nlm.nih.gov/pubmed/9009304	Bacteria	Animalia
Chlamydophila pneumoniae	Chlamydophila pneumoniae	species	Chlamydiaceae	hasHost	Homo sapiens	Homo sapiens	species	Sarah E Miller. 4/18/2016. Species associations from Wardeh, M. et al. Database of host-pathogen and related species interactions, and their global distribution. Sci. Data 2:150049 doi: 10.1038/sdata.2015.49 (2015)	10.5281/zenodo.258189			http://www.ncbi.nlm.nih.gov/nuccore/298579066	Bacteria	Animalia
Chlamydophila pneumoniae	Chlamydophila pneumoniae	species	Chlamydiaceae	hasHost	Homo sapiens	Homo sapiens	species	Sarah E Miller. 4/18/2016. Species associations from Wardeh, M. et al. Database of host-pathogen and related species interactions, and their global distribution. Sci. Data 2:150049 doi: 10.1038/sdata.2015.49 (2015)	10.5281/zenodo.258189			http://www.ncbi.nlm.nih.gov/nuccore/298579070	Bacteria	Animalia
Chlamydophila pneumoniae	Chlamydophila pneumoniae	species	Chlamydiaceae	hasHost	Homo sapiens	Homo sapiens	species	Sarah E Miller. 4/18/2016. Species associations from Wardeh, M. et al. Database of host-pathogen and related species interactions, and their global distribution. Sci. Data 2:150049 doi: 10.1038/sdata.2015.49 (2015)	10.5281/zenodo.258189			http://www.ncbi.nlm.nih.gov/nuccore/298579031	Bacteria	Animalia
Chlamydophila pneumoniae	Chlamydophila pneumoniae	species	Chlamydiaceae	hasHost	Homo sapiens	Homo sapiens	species	Sarah E Miller. 4/18/2016. Species associations from Wardeh, M. et al. Database of host-pathogen and related species interactions, and their global distribution. Sci. Data 2:150049 doi: 10.1038/sdata.2015.49 (2015)	10.5281/zenodo.258189			http://www.ncbi.nlm.nih.gov/nuccore/298579059	Bacteria	Animalia
Chlamydophila pneumoniae	Chlamydophila pneumoniae	species	Chlamydiaceae	hasHost	Homo sapiens	Homo sapiens	species	Sarah E Miller. 4/18/2016. Species associations from Wardeh, M. et al. Database of host-pathogen and related species interactions, and their global distribution. Sci. Data 2:150049 doi: 10.1038/sdata.2015.49 (2015)	10.5281/zenodo.258189			http://www.ncbi.nlm.nih.gov/pubmed/8887348	Bacteria	Animalia
Chlamydophila pneumoniae	Chlamydophila pneumoniae	species	Chlamydiaceae	hasHost	Homo sapiens	Homo sapiens	species	Sarah E Miller. 4/18/2016. Species associations from Wardeh, M. et al. Database of host-pathogen and related species interactions, and their global distribution. Sci. Data 2:150049 doi: 10.1038/sdata.2015.49 (2015)	10.5281/zenodo.258189			http://www.ncbi.nlm.nih.gov/pubmed/8816138	Bacteria	Animalia
Chlamydophila pneumoniae	Chlamydophila pneumoniae	species	Chlamydiaceae	hasHost	Homo sapiens	Homo sapiens	species	Sarah E Miller. 4/18/2016. Species associations from Wardeh, M. et al. Database of host-pathogen and related species interactions, and their global distribution. Sci. Data 2:150049 doi: 10.1038/sdata.2015.49 (2015)	10.5281/zenodo.258189			http://www.ncbi.nlm.nih.gov/pubmed/8783719	Bacteria	Animalia
Chlamydophila pneumoniae	Chlamydophila pneumoniae	species	Chlamydiaceae	hasHost	Homo sapiens	Homo sapiens	species	Sarah E Miller. 4/18/2016. Species associations from Wardeh, M. et al. Database of host-pathogen and related species interactions, and their global distribution. Sci. Data 2:150049 doi: 10.1038/sdata.2015.49 (2015)	10.5281/zenodo.258189			http://www.ncbi.nlm.nih.gov/nuccore/298579019	Bacteria	Animalia
Chlamydophila pneumoniae	Chlamydophila pneumoniae	species	Chlamydiaceae	hasHost	Homo sapiens	Homo sapiens	species	Sarah E Miller. 4/18/2016. Species associations from Wardeh, M. et al. Database of host-pathogen and related species interactions, and their global distribution. Sci. Data 2:150049 doi: 10.1038/sdata.2015.49 (2015)	10.5281/zenodo.258189			http://www.ncbi.nlm.nih.gov/pubmed/9731038	Bacteria	Animalia
Chlamydophila pneumoniae	Chlamydophila pneumoniae	species	Chlamydiaceae	hasHost	Homo sapiens	Homo sapiens	species	Sarah E Miller. 4/18/2016. Species associations from Wardeh, M. et al. Database of host-pathogen and related species interactions, and their global distribution. Sci. Data 2:150049 doi: 10.1038/sdata.2015.49 (2015)	10.5281/zenodo.258189			http://www.ncbi.nlm.nih.gov/nuccore/298579023	Bacteria	Animalia
Chlamydophila pneumoniae	Chlamydophila pneumoniae	species	Chlamydiaceae	hasHost	Homo sapiens	Homo sapiens	species	Sarah E Miller. 4/18/2016. Species associations from Wardeh, M. et al. Database of host-pathogen and related species interactions, and their global distribution. Sci. Data 2:150049 doi: 10.1038/sdata.2015.49 (2015)	10.5281/zenodo.258189			http://www.ncbi.nlm.nih.gov/pubmed/8722533	Bacteria	Animalia
Chlamydophila pneumoniae	Chlamydophila pneumoniae	species	Chlamydiaceae	hasHost	Homo sapiens	Homo sapiens	species	Sarah E Miller. 4/18/2016. Species associations from Wardeh, M. et al. Database of host-pathogen and related species interactions, and their global distribution. Sci. Data 2:150049 doi: 10.1038/sdata.2015.49 (2015)	10.5281/zenodo.258189			http://www.ncbi.nlm.nih.gov/pubmed/8511521	Bacteria	Animalia
Chlamydophila pneumoniae	Chlamydophila pneumoniae	species	Chlamydiaceae	hasHost	Homo sapiens	Homo sapiens	species	Sarah E Miller. 4/18/2016. Species associations from Wardeh, M. et al. Database of host-pathogen and related species interactions, and their global distribution. Sci. Data 2:150049 doi: 10.1038/sdata.2015.49 (2015)	10.5281/zenodo.258189			http://www.ncbi.nlm.nih.gov/pubmed/8434247	Bacteria	Animalia
Chlamydophila pneumoniae	Chlamydophila pneumoniae	species	Chlamydiaceae	hasHost	Homo sapiens	Homo sapiens	species	Sarah E Miller. 4/18/2016. Species associations from Wardeh, M. et al. Database of host-pathogen and related species interactions, and their global distribution. Sci. Data 2:150049 doi: 10.1038/sdata.2015.49 (2015)	10.5281/zenodo.258189			http://www.ncbi.nlm.nih.gov/nuccore/298579011	Bacteria	Animalia
Chlamydophila pneumoniae	Chlamydophila pneumoniae	species	Chlamydiaceae	hasHost	Homo sapiens	Homo sapiens	species	Sarah E Miller. 4/18/2016. Species associations from Wardeh, M. et al. Database of host-pathogen and related species interactions, and their global distribution. Sci. Data 2:150049 doi: 10.1038/sdata.2015.49 (2015)	10.5281/zenodo.258189			http://www.ncbi.nlm.nih.gov/nuccore/298579003	Bacteria	Animalia
Chlamydophila pneumoniae	Chlamydophila pneumoniae	species	Chlamydiaceae	hasHost	Homo sapiens	Homo sapiens	species	Sarah E Miller. 4/18/2016. Species associations from Wardeh, M. et al. Database of host-pathogen and related species interactions, and their global distribution. Sci. Data 2:150049 doi: 10.1038/sdata.2015.49 (2015)	10.5281/zenodo.258189			http://www.ncbi.nlm.nih.gov/pubmed/8374645	Bacteria	Animalia
Chlamydophila pneumoniae	Chlamydophila pneumoniae	species	Chlamydiaceae	hasHost	Homo sapiens	Homo sapiens	species	Sarah E Miller. 4/18/2016. Species associations from Wardeh, M. et al. Database of host-pathogen and related species interactions, and their global distribution. Sci. Data 2:150049 doi: 10.1038/sdata.2015.49 (2015)	10.5281/zenodo.258189			http://www.ncbi.nlm.nih.gov/nuccore/298578997	Bacteria	Animalia
Chlamydophila pneumoniae	Chlamydophila pneumoniae	species	Chlamydiaceae	hasHost	Homo sapiens	Homo sapiens	species	Sarah E Miller. 4/18/2016. Species associations from Wardeh, M. et al. Database of host-pathogen and related species interactions, and their global distribution. Sci. Data 2:150049 doi: 10.1038/sdata.2015.49 (2015)	10.5281/zenodo.258189			http://www.ncbi.nlm.nih.gov/nuccore/298578999	Bacteria	Animalia
Chlamydophila pneumoniae	Chlamydophila pneumoniae	species	Chlamydiaceae	hasHost	Homo sapiens	Homo sapiens	species	Sarah E Miller. 4/18/2016. Species associations from Wardeh, M. et al. Database of host-pathogen and related species interactions, and their global distribution. Sci. Data 2:150049 doi: 10.1038/sdata.2015.49 (2015)	10.5281/zenodo.258189			http://www.ncbi.nlm.nih.gov/pubmed/9866978	Bacteria	Animalia
Chlamydophila pneumoniae	Chlamydophila pneumoniae	species	Chlamydiaceae	hasHost	Homo sapiens	Homo sapiens	species	Sarah E Miller. 4/18/2016. Species associations from Wardeh, M. et al. Database of host-pathogen and related species interactions, and their global distribution. Sci. Data 2:150049 doi: 10.1038/sdata.2015.49 (2015)	10.5281/zenodo.258189			http://www.ncbi.nlm.nih.gov/pubmed/7968460	Bacteria	Animalia
Chlamydophila pneumoniae	Chlamydophila pneumoniae	species	Chlamydiaceae	hasHost	Homo sapiens	Homo sapiens	species	Sarah E Miller. 4/18/2016. Species associations from Wardeh, M. et al. Database of host-pathogen and related species interactions, and their global distribution. Sci. Data 2:150049 doi: 10.1038/sdata.2015.49 (2015)	10.5281/zenodo.258189			http://www.ncbi.nlm.nih.gov/nuccore/298578989	Bacteria	Animalia
Chlamydophila pneumoniae	Chlamydophila pneumoniae	species	Chlamydiaceae	hasHost	Homo sapiens	Homo sapiens	species	Sarah E Miller. 4/18/2016. Species associations from Wardeh, M. et al. Database of host-pathogen and related species interactions, and their global distribution. Sci. Data 2:150049 doi: 10.1038/sdata.2015.49 (2015)	10.5281/zenodo.258189			http://www.ncbi.nlm.nih.gov/pubmed/8240791	Bacteria	Animalia
Chlamydophila pneumoniae	Chlamydophila pneumoniae	species	Chlamydiaceae	hasHost	Homo sapiens	Homo sapiens	species	Sarah E Miller. 4/18/2016. Species associations from Wardeh, M. et al. Database of host-pathogen and related species interactions, and their global distribution. Sci. Data 2:150049 doi: 10.1038/sdata.2015.49 (2015)	10.5281/zenodo.258189			http://www.ncbi.nlm.nih.gov/nuccore/298578981	Bacteria	Animalia
Chlamydophila pneumoniae	Chlamydophila pneumoniae	species	Chlamydiaceae	hasHost	Homo sapiens	Homo sapiens	species	Sarah E Miller. 4/18/2016. Species associations from Wardeh, M. et al. Database of host-pathogen and related species interactions, and their global distribution. Sci. Data 2:150049 doi: 10.1038/sdata.2015.49 (2015)	10.5281/zenodo.258189			http://www.ncbi.nlm.nih.gov/pubmed/9097437	Bacteria	Animalia
Chlamydophila pneumoniae	Chlamydophila pneumoniae	species	Chlamydiaceae	hasHost	Homo sapiens	Homo sapiens	species	Sarah E Miller. 4/18/2016. Species associations from Wardeh, M. et al. Database of host-pathogen and related species interactions, and their global distribution. Sci. Data 2:150049 doi: 10.1038/sdata.2015.49 (2015)	10.5281/zenodo.258189			http://www.ncbi.nlm.nih.gov/nuccore/298578965	Bacteria	Animalia
Chlamydophila pneumoniae	Chlamydophila pneumoniae	species	Chlamydiaceae	hasHost	Homo sapiens	Homo sapiens	species	Sarah E Miller. 4/18/2016. Species associations from Wardeh, M. et al. Database of host-pathogen and related species interactions, and their global distribution. Sci. Data 2:150049 doi: 10.1038/sdata.2015.49 (2015)	10.5281/zenodo.258189			http://www.ncbi.nlm.nih.gov/pubmed/7956770	Bacteria	Animalia
