id,source,target,interaction,citation,doi,reference,referenceDOI,referenceURL
"Eristalis tenaxMentha suaveolens","Eristalis tenax","Mentha suaveolens","visitsFlowersOf","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world.","None","Guilherme Ramos. 2020. Eristalis tenax interaction->visited flower of Mentha suaveolens. iNaturalist.org. Accessed at <https://www.inaturalist.org/observations/62560261> on 17 Nov 2021.","None","None"
"Eristalis tenaxOriganum vulgare","Eristalis tenax","Origanum vulgare","visitsFlowersOf","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world.","None","Emil Førby. 2019. Eristalis tenax pollinates Origanum vulgare. iNaturalist.org. Accessed at <https://www.inaturalist.org/observations/28862481> on 17 Nov 2021.","None","None"
"Eristalis tenaxPastinaca sativa","Eristalis tenax","Pastinaca sativa","visitsFlowersOf","Sarah E Miller. 5/30/2016. Interations from various papers.","10.5281/zenodo.258199","Fründ, J., Linsenmair, K.E. and Blüthgen, N., 2010. Pollinator diversity and specialization in relation to flower diversity. Oikos, 119(10), pp.1581-1590.","None","None"
"Eristalis tenaxPhysocarpus opulifolius","Eristalis tenax","Physocarpus opulifolius","visits","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world.","None","null. 2021. Eristalis tenax name of associated plant Physocarpus opulifolius. iNaturalist.org. Accessed at <https://www.inaturalist.org/observations/78625582> on 17 Nov 2021.","None","None"
"Eristalis tenaxPicris hieracioides","Eristalis tenax","Picris hieracioides","visitsFlowersOf","Sarah E Miller. 5/30/2016. Interations from various papers.","10.5281/zenodo.258199","Fründ, J., Linsenmair, K.E. and Blüthgen, N., 2010. Pollinator diversity and specialization in relation to flower diversity. Oikos, 119(10), pp.1581-1590.","None","None"
"Eristalis tenaxPilosella aurantiaca","Eristalis tenax","Pilosella aurantiaca","visitsFlowersOf","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world.","None","gihawi. 2016. Eristalis tenax nectar plant Pilosella aurantiaca. iNaturalist.org. Accessed at <https://www.inaturalist.org/observations/38704955> on 17 Nov 2021.","None","None"
"Eristalis tenaxPrunus spinosa","Eristalis tenax","Prunus spinosa","visitsFlowersOf","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world.","None","fausto. 2017. Eristalis tenax nectar plant Prunus spinosa. iNaturalist.org. Accessed at <https://www.inaturalist.org/observations/5416088> on 17 Nov 2021.","None","None"
"Eristalis tenaxPyrus communis","Eristalis tenax","Pyrus communis","visitsFlowersOf","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world.","None","Marco Schmidt. 2020. Eristalis tenax interaction->visited flower of Pyrus communis. iNaturalist.org. Accessed at <https://www.inaturalist.org/observations/41534112> on 17 Nov 2021.","None","None"
"Eristalis tenaxRaphanus raphanistrum","Eristalis tenax","Raphanus raphanistrum","visitsFlowersOf","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world.","None","Navin Sasikumar. 2019. Eristalis tenax interaction->visited flower of Raphanus raphanistrum. iNaturalist.org. Accessed at <https://www.inaturalist.org/observations/26681475> on 17 Nov 2021.","None","None"
"Eristalis tenaxScabiosa ochroleuca","Eristalis tenax","Scabiosa ochroleuca","eats","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world.","None","James Gonsman. 2012. Eristalis tenax nectar / pollen delivering plant Scabiosa ochroleuca. iNaturalist.org. Accessed at <https://www.inaturalist.org/observations/37685717> on 17 Nov 2021.","None","None"
"Eristalis tenaxScorzoneroides autumnalis","Eristalis tenax","Scorzoneroides autumnalis","visitsFlowersOf","Sarah E Miller. 5/30/2016. Interations from various papers.","10.5281/zenodo.258199","Fründ, J., Linsenmair, K.E. and Blüthgen, N., 2010. Pollinator diversity and specialization in relation to flower diversity. Oikos, 119(10), pp.1581-1590.","None","None"
"Eristalis tenaxSilybum marianum","Eristalis tenax","Silybum marianum","visitsFlowersOf","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world.","None","Lauren Glevanik. 2019. Eristalis tenax nectar plant Silybum marianum. iNaturalist.org. Accessed at <https://www.inaturalist.org/observations/25246455> on 17 Nov 2021.","None","None"
"Eristalis tenaxSisymbrium loeselii","Eristalis tenax","Sisymbrium loeselii","visitsFlowersOf","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world.","None","null. 2020. Eristalis tenax interaction->visited flower of Sisymbrium loeselii. iNaturalist.org. Accessed at <https://www.inaturalist.org/observations/60984860> on 17 Nov 2021.","None","None"
"Eristalis tenaxSolidago canadensis","Eristalis tenax","Solidago canadensis","visitsFlowersOf","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world.","None","christine123. 2010. Eristalis tenax nectar plant Solidago canadensis. iNaturalist.org. Accessed at <https://www.inaturalist.org/observations/18371964> on 17 Nov 2021.","None","None"
"Eristalis tenaxSonchus oleraceus","Eristalis tenax","Sonchus oleraceus","visitsFlowersOf","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world.","None","J Christianson. 2019. Eristalis tenax interaction->visited flower of Sonchus oleraceus. iNaturalist.org. Accessed at <https://www.inaturalist.org/observations/21020219> on 17 Nov 2021.","None","None"
"Eristalis tenaxSpiraea alba","Eristalis tenax","Spiraea alba","visitsFlowersOf","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world.","None","Max Henschell. 2018. Eristalis tenax interaction->visited flower of Spiraea alba. iNaturalist.org. Accessed at <https://www.inaturalist.org/observations/14945049> on 17 Nov 2021.","None","None"
"Eristalis tenaxSuccisa pratensis","Eristalis tenax","Succisa pratensis","visitsFlowersOf","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world.","None","null. 2020. Eristalis tenax interaction->visited flower of Succisa pratensis. iNaturalist.org. Accessed at <https://www.inaturalist.org/observations/57632928> on 17 Nov 2021.","None","None"
"Eristalis tenaxSymphyotrichum lanceolatum","Eristalis tenax","Symphyotrichum lanceolatum","visits","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world.","None","Dr. Guido Bohne. 2021. Eristalis tenax name of associated plant Symphyotrichum lanceolatum. iNaturalist.org. Accessed at <https://www.inaturalist.org/observations/96341260> on 17 Nov 2021.","None","None"
"Eristalis tenaxSymphyotrichum novae-angliae","Eristalis tenax","Symphyotrichum novae-angliae","visitsFlowersOf","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world.","None","christine123. 2008. Eristalis tenax nectar plant Symphyotrichum novae-angliae. iNaturalist.org. Accessed at <https://www.inaturalist.org/observations/18320491> on 17 Nov 2021.","None","None"
"Eristalis tenaxTagetes erecta","Eristalis tenax","Tagetes erecta","eats","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world.","None","greengras2000. 2021. Eristalis tenax nectar / pollen delivering plant Tagetes patula. iNaturalist.org. Accessed at <https://www.inaturalist.org/observations/92061778> on 17 Nov 2021.","None","None"
"Eristalis tenaxTanacetum parthenium","Eristalis tenax","Tanacetum parthenium","visitsFlowersOf","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world.","None","becca333. 2020. Eristalis tenax interaction->visited flower of Tanacetum parthenium. iNaturalist.org. Accessed at <https://www.inaturalist.org/observations/58209088> on 17 Nov 2021.","None","None"
"Eristalis tenaxTanacetum vulgare","Eristalis tenax","Tanacetum vulgare","visitsFlowersOf","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world.","None","fausto. 2016. Eristalis tenax nectar plant Tanacetum vulgare. iNaturalist.org. Accessed at <https://www.inaturalist.org/observations/38508137> on 17 Nov 2021.","None","None"
"Eristalis tenaxTaraxacum officinale","Eristalis tenax","Taraxacum officinale","visits","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world.","None","megnd. 2019. Eristalis tenax name of associated plant Taraxacum officinale. iNaturalist.org. Accessed at <https://www.inaturalist.org/observations/34481905> on 17 Nov 2021.","None","None"
"Eristalis tenaxTripleurospermum inodorum","Eristalis tenax","Tripleurospermum inodorum","visitsFlowersOf","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world.","None","Mariana Valentine. 2016. Eristalis tenax interaction->visited flower of Tripleurospermum inodorum. iNaturalist.org. Accessed at <https://www.inaturalist.org/observations/2787974> on 17 Nov 2021.","None","None"
"Eristalis tenaxTripolium pannonicum","Eristalis tenax","Tripolium pannonicum","visitsFlowersOf","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world.","None","Kostas Zontanos. 2017. Eristalis tenax nectar plant Tripolium pannonicum. iNaturalist.org. Accessed at <https://www.inaturalist.org/observations/8759532> on 17 Nov 2021.","None","None"
"Eristalis tenaxTussilago farfara","Eristalis tenax","Tussilago farfara","visitsFlowersOf","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world.","None","Jakob Fahr. 2016. Eristalis tenax nectar plant Tussilago farfara. iNaturalist.org. Accessed at <https://www.inaturalist.org/observations/2799384> on 17 Nov 2021.","None","None"
"Eristalis tenaxValeriana officinalis","Eristalis tenax","Valeriana officinalis","visitsFlowersOf","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world.","None","christine123. 2019. Eristalis tenax nectar plant Valeriana officinalis. iNaturalist.org. Accessed at <https://www.inaturalist.org/observations/30328924> on 17 Nov 2021.","None","None"
"Eristalis tenaxVerbascum blattaria","Eristalis tenax","Verbascum blattaria","eats","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world.","None","suzie rose. 2020. Eristalis tenax nectar / pollen delivering plant Verbascum blattaria. iNaturalist.org. Accessed at <https://www.inaturalist.org/observations/63517272> on 17 Nov 2021.","None","None"
"Eristalis tenaxVerbena bonariensis","Eristalis tenax","Verbena bonariensis","visitsFlowersOf","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world.","None","Quentin Groom. 2021. Eristalis tenax interaction->visited flower of Verbena bonariensis. iNaturalist.org. Accessed at <https://www.inaturalist.org/observations/98786861> on 17 Nov 2021.","None","None"
"Eristalis tenaxViburnum tinus","Eristalis tenax","Viburnum tinus","eats","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world.","None","null. 2018. Eristalis tenax nectar / pollen delivering plant Viburnum tinus. iNaturalist.org. Accessed at <https://www.inaturalist.org/observations/17688934> on 17 Nov 2021.","None","None"
"Eristalis tenaxZantedeschia aethiopica","Eristalis tenax","Zantedeschia aethiopica","eats","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world.","None","jacqui-nz. 2019. Eristalis tenax feeding on Zantedeschia aethiopica. iNaturalist.org. Accessed at <https://www.inaturalist.org/observations/29359325> on 17 Nov 2021.","None","None"
"Drosera rotundifoliaCoenonympha pamphilus","Drosera rotundifolia","Coenonympha pamphilus","preysOn","Food Webs and Species Interactions in the Biodiversity of UK and Ireland (Online). 2017. Data provided by Malcolm Storey. Also available from http://bioinfo.org.uk.","10.5281/zenodo.1419646","Darwin, C.. 1875. Insectivorous Plants","None","None"
"Coenonympha pamphilusAchillea millefolium","Coenonympha pamphilus","Achillea millefolium","visitsFlowersOf","Redhead, J.W.; Coombes, C.F.; Dean, H.J.; Dyer, R.; Oliver, T.H.; Pocock, M.J.O.; Rorke, S.L.; Vanbergen, A.J.; Woodcock, B.A.; Pywell, R.F. (2018). Plant-pollinator interactions database for construction of potential networks. NERC Environmental Information Data Centre. https://doi.org/10.5285/6d8d5cb5-bd54-4da7-903a-15bd4bbd531b","None","interactions.csv","None","None"
"Coenonympha pamphilusAchillea ptarmica","Coenonympha pamphilus","Achillea ptarmica","visitsFlowersOf","Redhead, J.W.; Coombes, C.F.; Dean, H.J.; Dyer, R.; Oliver, T.H.; Pocock, M.J.O.; Rorke, S.L.; Vanbergen, A.J.; Woodcock, B.A.; Pywell, R.F. (2018). Plant-pollinator interactions database for construction of potential networks. NERC Environmental Information Data Centre. https://doi.org/10.5285/6d8d5cb5-bd54-4da7-903a-15bd4bbd531b","None","interactions.csv","None","None"
"Coenonympha pamphilusAnthoxanthum odoratum","Coenonympha pamphilus","Anthoxanthum odoratum","eats","Ed Baker; Ian J. Kitching; George W. Beccaloni; Amoret Whitaker et al. (2016). Dataset: NHM Interactions Bank. Natural History Museum Data Portal (data.nhm.ac.uk). https://doi.org/10.5519/0060767","None","F.  Seow-Choen, A Taxonomic Guide to the Stick Insects of Borneo. Kota Kinabalu: Natural History Publications (Borneo), 2016.","None","None"
"Coenonympha pamphilusAnthyllis vulneraria","Coenonympha pamphilus","Anthyllis vulneraria","visitsFlowersOf","Redhead, J.W.; Coombes, C.F.; Dean, H.J.; Dyer, R.; Oliver, T.H.; Pocock, M.J.O.; Rorke, S.L.; Vanbergen, A.J.; Woodcock, B.A.; Pywell, R.F. (2018). Plant-pollinator interactions database for construction of potential networks. NERC Environmental Information Data Centre. https://doi.org/10.5285/6d8d5cb5-bd54-4da7-903a-15bd4bbd531b","None","interactions.csv","None","None"
"Coenonympha pamphilusArmeria maritima","Coenonympha pamphilus","Armeria maritima","visitsFlowersOf","Redhead, J.W.; Coombes, C.F.; Dean, H.J.; Dyer, R.; Oliver, T.H.; Pocock, M.J.O.; Rorke, S.L.; Vanbergen, A.J.; Woodcock, B.A.; Pywell, R.F. (2018). Plant-pollinator interactions database for construction of potential networks. NERC Environmental Information Data Centre. https://doi.org/10.5285/6d8d5cb5-bd54-4da7-903a-15bd4bbd531b","None","interactions.csv","None","None"
"Coenonympha pamphilusAsperula cynanchica","Coenonympha pamphilus","Asperula cynanchica","visitsFlowersOf","Redhead, J.W.; Coombes, C.F.; Dean, H.J.; Dyer, R.; Oliver, T.H.; Pocock, M.J.O.; Rorke, S.L.; Vanbergen, A.J.; Woodcock, B.A.; Pywell, R.F. (2018). Plant-pollinator interactions database for construction of potential networks. NERC Environmental Information Data Centre. https://doi.org/10.5285/6d8d5cb5-bd54-4da7-903a-15bd4bbd531b","None","interactions.csv","None","None"
"Coenonympha pamphilusBellis perennis","Coenonympha pamphilus","Bellis perennis","visitsFlowersOf","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world.","None","Nadja. 2020. Coenonympha pamphilus nectar plant Bellis perennis. iNaturalist.org. Accessed at <https://www.inaturalist.org/observations/43415584> on 17 Nov 2021.","None","None"
"Coenonympha pamphilusBuddleja davidii","Coenonympha pamphilus","Buddleja davidii","visitsFlowersOf","Redhead, J.W.; Coombes, C.F.; Dean, H.J.; Dyer, R.; Oliver, T.H.; Pocock, M.J.O.; Rorke, S.L.; Vanbergen, A.J.; Woodcock, B.A.; Pywell, R.F. (2018). Plant-pollinator interactions database for construction of potential networks. NERC Environmental Information Data Centre. https://doi.org/10.5285/6d8d5cb5-bd54-4da7-903a-15bd4bbd531b","None","interactions.csv","None","None"
"Coenonympha pamphilusCalluna vulgaris","Coenonympha pamphilus","Calluna vulgaris","pollinates","Web of Life. http://www.web-of-life.es .","None","Dupont & Olesen(2009). J. Animal Ecology, 78:346-353.","None","None"
"Coenonympha pamphilusCardamine pratensis","Coenonympha pamphilus","Cardamine pratensis","visitsFlowersOf","Redhead, J.W.; Coombes, C.F.; Dean, H.J.; Dyer, R.; Oliver, T.H.; Pocock, M.J.O.; Rorke, S.L.; Vanbergen, A.J.; Woodcock, B.A.; Pywell, R.F. (2018). Plant-pollinator interactions database for construction of potential networks. NERC Environmental Information Data Centre. https://doi.org/10.5285/6d8d5cb5-bd54-4da7-903a-15bd4bbd531b","None","interactions.csv","None","None"
"Coenonympha pamphilusCentaurea cyanus","Coenonympha pamphilus","Centaurea cyanus","visitsFlowersOf","Redhead, J.W.; Coombes, C.F.; Dean, H.J.; Dyer, R.; Oliver, T.H.; Pocock, M.J.O.; Rorke, S.L.; Vanbergen, A.J.; Woodcock, B.A.; Pywell, R.F. (2018). Plant-pollinator interactions database for construction of potential networks. NERC Environmental Information Data Centre. https://doi.org/10.5285/6d8d5cb5-bd54-4da7-903a-15bd4bbd531b","None","interactions.csv","None","None"
"Coenonympha pamphilusCentaurea nigra","Coenonympha pamphilus","Centaurea nigra","visitsFlowersOf","Redhead, J.W.; Coombes, C.F.; Dean, H.J.; Dyer, R.; Oliver, T.H.; Pocock, M.J.O.; Rorke, S.L.; Vanbergen, A.J.; Woodcock, B.A.; Pywell, R.F. (2018). Plant-pollinator interactions database for construction of potential networks. NERC Environmental Information Data Centre. https://doi.org/10.5285/6d8d5cb5-bd54-4da7-903a-15bd4bbd531b","None","interactions.csv","None","None"
"Coenonympha pamphilusCentaurea scabiosa","Coenonympha pamphilus","Centaurea scabiosa","visitsFlowersOf","Redhead, J.W.; Coombes, C.F.; Dean, H.J.; Dyer, R.; Oliver, T.H.; Pocock, M.J.O.; Rorke, S.L.; Vanbergen, A.J.; Woodcock, B.A.; Pywell, R.F. (2018). Plant-pollinator interactions database for construction of potential networks. NERC Environmental Information Data Centre. https://doi.org/10.5285/6d8d5cb5-bd54-4da7-903a-15bd4bbd531b","None","interactions.csv","None","None"
"Coenonympha pamphilusCentaurium erythraea","Coenonympha pamphilus","Centaurium erythraea","visitsFlowersOf","Redhead, J.W.; Coombes, C.F.; Dean, H.J.; Dyer, R.; Oliver, T.H.; Pocock, M.J.O.; Rorke, S.L.; Vanbergen, A.J.; Woodcock, B.A.; Pywell, R.F. (2018). Plant-pollinator interactions database for construction of potential networks. NERC Environmental Information Data Centre. https://doi.org/10.5285/6d8d5cb5-bd54-4da7-903a-15bd4bbd531b","None","interactions.csv","None","None"
"Coenonympha pamphilusCentranthus ruber","Coenonympha pamphilus","Centranthus ruber","visitsFlowersOf","Redhead, J.W.; Coombes, C.F.; Dean, H.J.; Dyer, R.; Oliver, T.H.; Pocock, M.J.O.; Rorke, S.L.; Vanbergen, A.J.; Woodcock, B.A.; Pywell, R.F. (2018). Plant-pollinator interactions database for construction of potential networks. NERC Environmental Information Data Centre. https://doi.org/10.5285/6d8d5cb5-bd54-4da7-903a-15bd4bbd531b","None","interactions.csv","None","None"
"Coenonympha pamphilusCirsium acaule","Coenonympha pamphilus","Cirsium acaule","visitsFlowersOf","Redhead, J.W.; Coombes, C.F.; Dean, H.J.; Dyer, R.; Oliver, T.H.; Pocock, M.J.O.; Rorke, S.L.; Vanbergen, A.J.; Woodcock, B.A.; Pywell, R.F. (2018). Plant-pollinator interactions database for construction of potential networks. NERC Environmental Information Data Centre. https://doi.org/10.5285/6d8d5cb5-bd54-4da7-903a-15bd4bbd531b","None","interactions.csv","None","None"
"Coenonympha pamphilusCirsium arvense","Coenonympha pamphilus","Cirsium arvense","visitsFlowersOf","Redhead, J.W.; Coombes, C.F.; Dean, H.J.; Dyer, R.; Oliver, T.H.; Pocock, M.J.O.; Rorke, S.L.; Vanbergen, A.J.; Woodcock, B.A.; Pywell, R.F. (2018). Plant-pollinator interactions database for construction of potential networks. NERC Environmental Information Data Centre. https://doi.org/10.5285/6d8d5cb5-bd54-4da7-903a-15bd4bbd531b","None","interactions.csv","None","None"
"Coenonympha pamphilusCirsium dissectum","Coenonympha pamphilus","Cirsium dissectum","visitsFlowersOf","Redhead, J.W.; Coombes, C.F.; Dean, H.J.; Dyer, R.; Oliver, T.H.; Pocock, M.J.O.; Rorke, S.L.; Vanbergen, A.J.; Woodcock, B.A.; Pywell, R.F. (2018). Plant-pollinator interactions database for construction of potential networks. NERC Environmental Information Data Centre. https://doi.org/10.5285/6d8d5cb5-bd54-4da7-903a-15bd4bbd531b","None","interactions.csv","None","None"
"Coenonympha pamphilusCirsium eriophorum","Coenonympha pamphilus","Cirsium eriophorum","visitsFlowersOf","Redhead, J.W.; Coombes, C.F.; Dean, H.J.; Dyer, R.; Oliver, T.H.; Pocock, M.J.O.; Rorke, S.L.; Vanbergen, A.J.; Woodcock, B.A.; Pywell, R.F. (2018). Plant-pollinator interactions database for construction of potential networks. NERC Environmental Information Data Centre. https://doi.org/10.5285/6d8d5cb5-bd54-4da7-903a-15bd4bbd531b","None","interactions.csv","None","None"
"Coenonympha pamphilusCirsium palustre","Coenonympha pamphilus","Cirsium palustre","visitsFlowersOf","Redhead, J.W.; Coombes, C.F.; Dean, H.J.; Dyer, R.; Oliver, T.H.; Pocock, M.J.O.; Rorke, S.L.; Vanbergen, A.J.; Woodcock, B.A.; Pywell, R.F. (2018). Plant-pollinator interactions database for construction of potential networks. NERC Environmental Information Data Centre. https://doi.org/10.5285/6d8d5cb5-bd54-4da7-903a-15bd4bbd531b","None","interactions.csv","None","None"
"Coenonympha pamphilusCirsium vulgare","Coenonympha pamphilus","Cirsium vulgare","visitsFlowersOf","Redhead, J.W.; Coombes, C.F.; Dean, H.J.; Dyer, R.; Oliver, T.H.; Pocock, M.J.O.; Rorke, S.L.; Vanbergen, A.J.; Woodcock, B.A.; Pywell, R.F. (2018). Plant-pollinator interactions database for construction of potential networks. NERC Environmental Information Data Centre. https://doi.org/10.5285/6d8d5cb5-bd54-4da7-903a-15bd4bbd531b","None","interactions.csv","None","None"
"Coenonympha pamphilusClinopodium acinos","Coenonympha pamphilus","Clinopodium acinos","visitsFlowersOf","Redhead, J.W.; Coombes, C.F.; Dean, H.J.; Dyer, R.; Oliver, T.H.; Pocock, M.J.O.; Rorke, S.L.; Vanbergen, A.J.; Woodcock, B.A.; Pywell, R.F. (2018). Plant-pollinator interactions database for construction of potential networks. NERC Environmental Information Data Centre. https://doi.org/10.5285/6d8d5cb5-bd54-4da7-903a-15bd4bbd531b","None","interactions.csv","None","None"
"Coenonympha pamphilusComarum palustre","Coenonympha pamphilus","Comarum palustre","visitsFlowersOf","Redhead, J.W.; Coombes, C.F.; Dean, H.J.; Dyer, R.; Oliver, T.H.; Pocock, M.J.O.; Rorke, S.L.; Vanbergen, A.J.; Woodcock, B.A.; Pywell, R.F. (2018). Plant-pollinator interactions database for construction of potential networks. NERC Environmental Information Data Centre. https://doi.org/10.5285/6d8d5cb5-bd54-4da7-903a-15bd4bbd531b","None","interactions.csv","None","None"
"Coenonympha pamphilusCrepis biennis","Coenonympha pamphilus","Crepis biennis","visitsFlowersOf","Redhead, J.W.; Coombes, C.F.; Dean, H.J.; Dyer, R.; Oliver, T.H.; Pocock, M.J.O.; Rorke, S.L.; Vanbergen, A.J.; Woodcock, B.A.; Pywell, R.F. (2018). Plant-pollinator interactions database for construction of potential networks. NERC Environmental Information Data Centre. https://doi.org/10.5285/6d8d5cb5-bd54-4da7-903a-15bd4bbd531b","None","interactions.csv","None","None"
"Coenonympha pamphilusCrepis capillaris","Coenonympha pamphilus","Crepis capillaris","visitsFlowersOf","Redhead, J.W.; Coombes, C.F.; Dean, H.J.; Dyer, R.; Oliver, T.H.; Pocock, M.J.O.; Rorke, S.L.; Vanbergen, A.J.; Woodcock, B.A.; Pywell, R.F. (2018). Plant-pollinator interactions database for construction of potential networks. NERC Environmental Information Data Centre. https://doi.org/10.5285/6d8d5cb5-bd54-4da7-903a-15bd4bbd531b","None","interactions.csv","None","None"
"Coenonympha pamphilusCrepis vesicaria","Coenonympha pamphilus","Crepis vesicaria","visitsFlowersOf","Redhead, J.W.; Coombes, C.F.; Dean, H.J.; Dyer, R.; Oliver, T.H.; Pocock, M.J.O.; Rorke, S.L.; Vanbergen, A.J.; Woodcock, B.A.; Pywell, R.F. (2018). Plant-pollinator interactions database for construction of potential networks. NERC Environmental Information Data Centre. https://doi.org/10.5285/6d8d5cb5-bd54-4da7-903a-15bd4bbd531b","None","interactions.csv","None","None"
"Coenonympha pamphilusCynosurus cristatus","Coenonympha pamphilus","Cynosurus cristatus","eats","Ed Baker; Ian J. Kitching; George W. Beccaloni; Amoret Whitaker et al. (2016). Dataset: NHM Interactions Bank. Natural History Museum Data Portal (data.nhm.ac.uk). https://doi.org/10.5519/0060767","None","F.  Seow-Choen, A Taxonomic Guide to the Stick Insects of Borneo. Kota Kinabalu: Natural History Publications (Borneo), 2016.","None","None"
"Coenonympha pamphilusDactylorhiza fuchsii","Coenonympha pamphilus","Dactylorhiza fuchsii","visitsFlowersOf","Redhead, J.W.; Coombes, C.F.; Dean, H.J.; Dyer, R.; Oliver, T.H.; Pocock, M.J.O.; Rorke, S.L.; Vanbergen, A.J.; Woodcock, B.A.; Pywell, R.F. (2018). Plant-pollinator interactions database for construction of potential networks. NERC Environmental Information Data Centre. https://doi.org/10.5285/6d8d5cb5-bd54-4da7-903a-15bd4bbd531b","None","interactions.csv","None","None"
"Coenonympha pamphilusDactylorhiza praetermissa","Coenonympha pamphilus","Dactylorhiza praetermissa","visitsFlowersOf","Redhead, J.W.; Coombes, C.F.; Dean, H.J.; Dyer, R.; Oliver, T.H.; Pocock, M.J.O.; Rorke, S.L.; Vanbergen, A.J.; Woodcock, B.A.; Pywell, R.F. (2018). Plant-pollinator interactions database for construction of potential networks. NERC Environmental Information Data Centre. https://doi.org/10.5285/6d8d5cb5-bd54-4da7-903a-15bd4bbd531b","None","interactions.csv","None","None"
"Coenonympha pamphilusDeschampsia cespitosa","Coenonympha pamphilus","Deschampsia cespitosa","eats","Ed Baker; Ian J. Kitching; George W. Beccaloni; Amoret Whitaker et al. (2016). Dataset: NHM Interactions Bank. Natural History Museum Data Portal (data.nhm.ac.uk). https://doi.org/10.5519/0060767","None","F.  Seow-Choen, A Taxonomic Guide to the Stick Insects of Borneo. Kota Kinabalu: Natural History Publications (Borneo), 2016.","None","None"
"Coenonympha pamphilusEchium vulgare","Coenonympha pamphilus","Echium vulgare","visitsFlowersOf","Redhead, J.W.; Coombes, C.F.; Dean, H.J.; Dyer, R.; Oliver, T.H.; Pocock, M.J.O.; Rorke, S.L.; Vanbergen, A.J.; Woodcock, B.A.; Pywell, R.F. (2018). Plant-pollinator interactions database for construction of potential networks. NERC Environmental Information Data Centre. https://doi.org/10.5285/6d8d5cb5-bd54-4da7-903a-15bd4bbd531b","None","interactions.csv","None","None"
"Coenonympha pamphilusErica tetralix","Coenonympha pamphilus","Erica tetralix","pollinates","Web of Life. http://www.web-of-life.es .","None","Dupont & Olesen(2009). J. Animal Ecology, 78:346-353.","None","None"
"Coenonympha pamphilusErigeron annuus","Coenonympha pamphilus","Erigeron annuus","visitsFlowersOf","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world.","None","fausto. 2017. Coenonympha pamphilus nectar plant Erigeron annuus. iNaturalist.org. Accessed at <https://www.inaturalist.org/observations/7407036> on 17 Nov 2021.","None","None"
"Coenonympha pamphilusEryngium campestre","Coenonympha pamphilus","Eryngium campestre","visitsFlowersOf","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world.","None","gihawi. 2021. Coenonympha pamphilus interaction->visited flower of Eryngium campestre. iNaturalist.org. Accessed at <https://www.inaturalist.org/observations/89679444> on 17 Nov 2021.","None","None"
"Coenonympha pamphilusEupatorium cannabinum","Coenonympha pamphilus","Eupatorium cannabinum","visitsFlowersOf","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world.","None","fausto. 2017. Coenonympha pamphilus nectar plant Eupatorium cannabinum. iNaturalist.org. Accessed at <https://www.inaturalist.org/observations/8090123> on 17 Nov 2021.","None","None"
