"","id","source","target","interaction","citation","doi","reference","referenceDOI","referenceURL"
"2672","Polyommatus icarusRanunculus flammula","Polyommatus icarus","Ranunculus flammula","visitsFlowersOf","Redhead, J.W.; Coombes, C.F.; Dean, H.J.; Dyer, R.; Oliver, T.H.; Pocock, M.J.O.; Rorke, S.L.; Vanbergen, A.J.; Woodcock, B.A.; Pywell, R.F. (2018). Plant-pollinator interactions database for construction of potential networks. NERC Environmental Information Data Centre. https://doi.org/10.5285/6d8d5cb5-bd54-4da7-903a-15bd4bbd531b","None","interactions.csv","None","None"
"2673","Polyommatus icarusRanunculus lingua","Polyommatus icarus","Ranunculus lingua","visitsFlowersOf","Redhead, J.W.; Coombes, C.F.; Dean, H.J.; Dyer, R.; Oliver, T.H.; Pocock, M.J.O.; Rorke, S.L.; Vanbergen, A.J.; Woodcock, B.A.; Pywell, R.F. (2018). Plant-pollinator interactions database for construction of potential networks. NERC Environmental Information Data Centre. https://doi.org/10.5285/6d8d5cb5-bd54-4da7-903a-15bd4bbd531b","None","interactions.csv","None","None"
"2674","Polyommatus icarusRanunculus repens","Polyommatus icarus","Ranunculus repens","visitsFlowersOf","Redhead, J.W.; Coombes, C.F.; Dean, H.J.; Dyer, R.; Oliver, T.H.; Pocock, M.J.O.; Rorke, S.L.; Vanbergen, A.J.; Woodcock, B.A.; Pywell, R.F. (2018). Plant-pollinator interactions database for construction of potential networks. NERC Environmental Information Data Centre. https://doi.org/10.5285/6d8d5cb5-bd54-4da7-903a-15bd4bbd531b","None","interactions.csv","None","None"
"2675","Polyommatus icarusReseda lutea","Polyommatus icarus","Reseda lutea","visitsFlowersOf","Redhead, J.W.; Coombes, C.F.; Dean, H.J.; Dyer, R.; Oliver, T.H.; Pocock, M.J.O.; Rorke, S.L.; Vanbergen, A.J.; Woodcock, B.A.; Pywell, R.F. (2018). Plant-pollinator interactions database for construction of potential networks. NERC Environmental Information Data Centre. https://doi.org/10.5285/6d8d5cb5-bd54-4da7-903a-15bd4bbd531b","None","interactions.csv","None","None"
"2676","Polyommatus icarusRhinanthus alectorolophus","Polyommatus icarus","Rhinanthus alectorolophus","visitsFlowersOf","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world.","None","null. 2020. Polyommatus icarus interaction->visited flower of Rhinanthus alectorolophus. iNaturalist.org. Accessed at <https://www.inaturalist.org/observations/46376135> on 17 Nov 2021.","None","None"
"2677","Polyommatus icarusRosa arvensis","Polyommatus icarus","Rosa arvensis","visitsFlowersOf","Redhead, J.W.; Coombes, C.F.; Dean, H.J.; Dyer, R.; Oliver, T.H.; Pocock, M.J.O.; Rorke, S.L.; Vanbergen, A.J.; Woodcock, B.A.; Pywell, R.F. (2018). Plant-pollinator interactions database for construction of potential networks. NERC Environmental Information Data Centre. https://doi.org/10.5285/6d8d5cb5-bd54-4da7-903a-15bd4bbd531b","None","interactions.csv","None","None"
"2678","Polyommatus icarusRosa canina","Polyommatus icarus","Rosa canina","visitsFlowersOf","Redhead, J.W.; Coombes, C.F.; Dean, H.J.; Dyer, R.; Oliver, T.H.; Pocock, M.J.O.; Rorke, S.L.; Vanbergen, A.J.; Woodcock, B.A.; Pywell, R.F. (2018). Plant-pollinator interactions database for construction of potential networks. NERC Environmental Information Data Centre. https://doi.org/10.5285/6d8d5cb5-bd54-4da7-903a-15bd4bbd531b","None","interactions.csv","None","None"
"2679","Polyommatus icarusRosa rubiginosa","Polyommatus icarus","Rosa rubiginosa","visitsFlowersOf","Redhead, J.W.; Coombes, C.F.; Dean, H.J.; Dyer, R.; Oliver, T.H.; Pocock, M.J.O.; Rorke, S.L.; Vanbergen, A.J.; Woodcock, B.A.; Pywell, R.F. (2018). Plant-pollinator interactions database for construction of potential networks. NERC Environmental Information Data Centre. https://doi.org/10.5285/6d8d5cb5-bd54-4da7-903a-15bd4bbd531b","None","interactions.csv","None","None"
"2680","Polyommatus icarusRosa rugosa","Polyommatus icarus","Rosa rugosa","visitsFlowersOf","Redhead, J.W.; Coombes, C.F.; Dean, H.J.; Dyer, R.; Oliver, T.H.; Pocock, M.J.O.; Rorke, S.L.; Vanbergen, A.J.; Woodcock, B.A.; Pywell, R.F. (2018). Plant-pollinator interactions database for construction of potential networks. NERC Environmental Information Data Centre. https://doi.org/10.5285/6d8d5cb5-bd54-4da7-903a-15bd4bbd531b","None","interactions.csv","None","None"
"2681","Polyommatus icarusRosa spinosissima","Polyommatus icarus","Rosa spinosissima","visitsFlowersOf","Redhead, J.W.; Coombes, C.F.; Dean, H.J.; Dyer, R.; Oliver, T.H.; Pocock, M.J.O.; Rorke, S.L.; Vanbergen, A.J.; Woodcock, B.A.; Pywell, R.F. (2018). Plant-pollinator interactions database for construction of potential networks. NERC Environmental Information Data Centre. https://doi.org/10.5285/6d8d5cb5-bd54-4da7-903a-15bd4bbd531b","None","interactions.csv","None","None"
"2682","Polyommatus icarusRubus plicatus","Polyommatus icarus","Rubus plicatus","visitsFlowersOf","Redhead, J.W.; Coombes, C.F.; Dean, H.J.; Dyer, R.; Oliver, T.H.; Pocock, M.J.O.; Rorke, S.L.; Vanbergen, A.J.; Woodcock, B.A.; Pywell, R.F. (2018). Plant-pollinator interactions database for construction of potential networks. NERC Environmental Information Data Centre. https://doi.org/10.5285/6d8d5cb5-bd54-4da7-903a-15bd4bbd531b","None","interactions.csv","None","None"
"2683","Polyommatus icarusSalvia rosmarinus","Polyommatus icarus","Salvia rosmarinus","visitsFlowersOf","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world.","None","fausto. 2020. Polyommatus icarus nectar plant Salvia rosmarinus. iNaturalist.org. Accessed at <https://www.inaturalist.org/observations/60604082> on 17 Nov 2021.","None","None"
"2684","Polyommatus icarusScabiosa columbaria","Polyommatus icarus","Scabiosa columbaria","visitsFlowersOf","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world.","None","fausto. 2016. Polyommatus icarus nectar plant Scabiosa columbaria. iNaturalist.org. Accessed at <https://www.inaturalist.org/observations/4093774> on 17 Nov 2021.","None","None"
"2685","Polyommatus icarusScorzoneroides autumnalis","Polyommatus icarus","Scorzoneroides autumnalis","visitsFlowersOf","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world.","None","Philippe Hénault. 2020. Polyommatus icarus interaction->visited flower of Scorzoneroides autumnalis. iNaturalist.org. Accessed at <https://www.inaturalist.org/observations/57478855> on 17 Nov 2021.","None","None"
"2686","Polyommatus icarusSenecio jacobaea","Polyommatus icarus","Senecio jacobaea","visitsFlowersOf","Redhead, J.W.; Coombes, C.F.; Dean, H.J.; Dyer, R.; Oliver, T.H.; Pocock, M.J.O.; Rorke, S.L.; Vanbergen, A.J.; Woodcock, B.A.; Pywell, R.F. (2018). Plant-pollinator interactions database for construction of potential networks. NERC Environmental Information Data Centre. https://doi.org/10.5285/6d8d5cb5-bd54-4da7-903a-15bd4bbd531b","None","interactions.csv","None","None"
"2687","Polyommatus icarusSolidago canadensis","Polyommatus icarus","Solidago canadensis","visitsFlowersOf","Redhead, J.W.; Coombes, C.F.; Dean, H.J.; Dyer, R.; Oliver, T.H.; Pocock, M.J.O.; Rorke, S.L.; Vanbergen, A.J.; Woodcock, B.A.; Pywell, R.F. (2018). Plant-pollinator interactions database for construction of potential networks. NERC Environmental Information Data Centre. https://doi.org/10.5285/6d8d5cb5-bd54-4da7-903a-15bd4bbd531b","None","interactions.csv","None","None"
"2688","Polyommatus icarusSolidago gigantea","Polyommatus icarus","Solidago gigantea","visitsFlowersOf","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world.","None","fausto. 2019. Polyommatus icarus nectar plant Solidago gigantea. iNaturalist.org. Accessed at <https://www.inaturalist.org/observations/31042292> on 17 Nov 2021.","None","None"
"2689","Polyommatus icarusStellaria media","Polyommatus icarus","Stellaria media","visitsFlowersOf","Redhead, J.W.; Coombes, C.F.; Dean, H.J.; Dyer, R.; Oliver, T.H.; Pocock, M.J.O.; Rorke, S.L.; Vanbergen, A.J.; Woodcock, B.A.; Pywell, R.F. (2018). Plant-pollinator interactions database for construction of potential networks. NERC Environmental Information Data Centre. https://doi.org/10.5285/6d8d5cb5-bd54-4da7-903a-15bd4bbd531b","None","interactions.csv","None","None"
"2690","Polyommatus icarusSuccisa pratensis","Polyommatus icarus","Succisa pratensis","visitsFlowersOf","Redhead, J.W.; Coombes, C.F.; Dean, H.J.; Dyer, R.; Oliver, T.H.; Pocock, M.J.O.; Rorke, S.L.; Vanbergen, A.J.; Woodcock, B.A.; Pywell, R.F. (2018). Plant-pollinator interactions database for construction of potential networks. NERC Environmental Information Data Centre. https://doi.org/10.5285/6d8d5cb5-bd54-4da7-903a-15bd4bbd531b","None","interactions.csv","None","None"
"2691","Polyommatus icarusSymphyotrichum salignum","Polyommatus icarus","Symphyotrichum salignum","visitsFlowersOf","Redhead, J.W.; Coombes, C.F.; Dean, H.J.; Dyer, R.; Oliver, T.H.; Pocock, M.J.O.; Rorke, S.L.; Vanbergen, A.J.; Woodcock, B.A.; Pywell, R.F. (2018). Plant-pollinator interactions database for construction of potential networks. NERC Environmental Information Data Centre. https://doi.org/10.5285/6d8d5cb5-bd54-4da7-903a-15bd4bbd531b","None","interactions.csv","None","None"
"2692","Polyommatus icarusTanacetum parthenium","Polyommatus icarus","Tanacetum parthenium","visitsFlowersOf","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world.","None","Tig. 2016. Polyommatus icarus nectar plant Tanacetum parthenium. iNaturalist.org. Accessed at <https://www.inaturalist.org/observations/4076844> on 17 Nov 2021.","None","None"
"2693","Polyommatus icarusTanacetum vulgare","Polyommatus icarus","Tanacetum vulgare","visitsFlowersOf","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world.","None","Thorsten Usée. 2016. Polyommatus icarus nectar plant Tanacetum vulgare. iNaturalist.org. Accessed at <https://www.inaturalist.org/observations/9752947> on 17 Nov 2021.","None","None"
"2694","Polyommatus icarusThymus pulegioides","Polyommatus icarus","Thymus pulegioides","visitsFlowersOf","Redhead, J.W.; Coombes, C.F.; Dean, H.J.; Dyer, R.; Oliver, T.H.; Pocock, M.J.O.; Rorke, S.L.; Vanbergen, A.J.; Woodcock, B.A.; Pywell, R.F. (2018). Plant-pollinator interactions database for construction of potential networks. NERC Environmental Information Data Centre. https://doi.org/10.5285/6d8d5cb5-bd54-4da7-903a-15bd4bbd531b","None","interactions.csv","None","None"
"2695","Polyommatus icarusThymus serpyllum","Polyommatus icarus","Thymus serpyllum","visitsFlowersOf","Redhead, J.W.; Coombes, C.F.; Dean, H.J.; Dyer, R.; Oliver, T.H.; Pocock, M.J.O.; Rorke, S.L.; Vanbergen, A.J.; Woodcock, B.A.; Pywell, R.F. (2018). Plant-pollinator interactions database for construction of potential networks. NERC Environmental Information Data Centre. https://doi.org/10.5285/6d8d5cb5-bd54-4da7-903a-15bd4bbd531b","None","interactions.csv","None","None"
"2696","Polyommatus icarusTrifolium dubium","Polyommatus icarus","Trifolium dubium","visitsFlowersOf","Redhead, J.W.; Coombes, C.F.; Dean, H.J.; Dyer, R.; Oliver, T.H.; Pocock, M.J.O.; Rorke, S.L.; Vanbergen, A.J.; Woodcock, B.A.; Pywell, R.F. (2018). Plant-pollinator interactions database for construction of potential networks. NERC Environmental Information Data Centre. https://doi.org/10.5285/6d8d5cb5-bd54-4da7-903a-15bd4bbd531b","None","interactions.csv","None","None"
"2697","Polyommatus icarusTrifolium hybridum","Polyommatus icarus","Trifolium hybridum","visitsFlowersOf","Redhead, J.W.; Coombes, C.F.; Dean, H.J.; Dyer, R.; Oliver, T.H.; Pocock, M.J.O.; Rorke, S.L.; Vanbergen, A.J.; Woodcock, B.A.; Pywell, R.F. (2018). Plant-pollinator interactions database for construction of potential networks. NERC Environmental Information Data Centre. https://doi.org/10.5285/6d8d5cb5-bd54-4da7-903a-15bd4bbd531b","None","interactions.csv","None","None"
"2698","Polyommatus icarusTrifolium medium","Polyommatus icarus","Trifolium medium","visitsFlowersOf","Redhead, J.W.; Coombes, C.F.; Dean, H.J.; Dyer, R.; Oliver, T.H.; Pocock, M.J.O.; Rorke, S.L.; Vanbergen, A.J.; Woodcock, B.A.; Pywell, R.F. (2018). Plant-pollinator interactions database for construction of potential networks. NERC Environmental Information Data Centre. https://doi.org/10.5285/6d8d5cb5-bd54-4da7-903a-15bd4bbd531b","None","interactions.csv","None","None"
"2699","Polyommatus icarusTrifolium pratense","Polyommatus icarus","Trifolium pratense","eats","Ed Baker; Ian J. Kitching; George W. Beccaloni; Amoret Whitaker et al. (2016). Dataset: NHM Interactions Bank. Natural History Museum Data Portal (data.nhm.ac.uk). https://doi.org/10.5519/0060767","None","F.  Seow-Choen, A Taxonomic Guide to the Stick Insects of Borneo. Kota Kinabalu: Natural History Publications (Borneo), 2016.","None","None"
"2700","Polyommatus icarusTrifolium repens","Polyommatus icarus","Trifolium repens","visitsFlowersOf","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world.","None","Nadja. 2018. Polyommatus icarus nectar plant Trifolium repens. iNaturalist.org. Accessed at <https://www.inaturalist.org/observations/14288271> on 17 Nov 2021.","None","None"
"2701","Polyommatus icarusTrifolium resupinatum","Polyommatus icarus","Trifolium resupinatum","visitsFlowersOf","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world.","None","Benjamin Mayer. 2021. Polyommatus icarus nectar plant Trifolium resupinatum. iNaturalist.org. Accessed at <https://www.inaturalist.org/observations/89749611> on 17 Nov 2021.","None","None"
"2702","Polyommatus icarusTripleurospermum inodorum","Polyommatus icarus","Tripleurospermum inodorum","visitsFlowersOf","Redhead, J.W.; Coombes, C.F.; Dean, H.J.; Dyer, R.; Oliver, T.H.; Pocock, M.J.O.; Rorke, S.L.; Vanbergen, A.J.; Woodcock, B.A.; Pywell, R.F. (2018). Plant-pollinator interactions database for construction of potential networks. NERC Environmental Information Data Centre. https://doi.org/10.5285/6d8d5cb5-bd54-4da7-903a-15bd4bbd531b","None","interactions.csv","None","None"
"2703","Polyommatus icarusVerbena officinalis","Polyommatus icarus","Verbena officinalis","visitsFlowersOf","Redhead, J.W.; Coombes, C.F.; Dean, H.J.; Dyer, R.; Oliver, T.H.; Pocock, M.J.O.; Rorke, S.L.; Vanbergen, A.J.; Woodcock, B.A.; Pywell, R.F. (2018). Plant-pollinator interactions database for construction of potential networks. NERC Environmental Information Data Centre. https://doi.org/10.5285/6d8d5cb5-bd54-4da7-903a-15bd4bbd531b","None","interactions.csv","None","None"
"2704","Polyommatus icarusVicia cracca","Polyommatus icarus","Vicia cracca","eats","Ed Baker; Ian J. Kitching; George W. Beccaloni; Amoret Whitaker et al. (2016). Dataset: NHM Interactions Bank. Natural History Museum Data Portal (data.nhm.ac.uk). https://doi.org/10.5519/0060767","None","F.  Seow-Choen, A Taxonomic Guide to the Stick Insects of Borneo. Kota Kinabalu: Natural History Publications (Borneo), 2016.","None","None"
"2705","Polyommatus icarusVicia faba","Polyommatus icarus","Vicia faba","visitsFlowersOf","Redhead, J.W.; Coombes, C.F.; Dean, H.J.; Dyer, R.; Oliver, T.H.; Pocock, M.J.O.; Rorke, S.L.; Vanbergen, A.J.; Woodcock, B.A.; Pywell, R.F. (2018). Plant-pollinator interactions database for construction of potential networks. NERC Environmental Information Data Centre. https://doi.org/10.5285/6d8d5cb5-bd54-4da7-903a-15bd4bbd531b","None","interactions.csv","None","None"
"2706","Polyommatus icarusVicia lutea","Polyommatus icarus","Vicia lutea","visitsFlowersOf","Redhead, J.W.; Coombes, C.F.; Dean, H.J.; Dyer, R.; Oliver, T.H.; Pocock, M.J.O.; Rorke, S.L.; Vanbergen, A.J.; Woodcock, B.A.; Pywell, R.F. (2018). Plant-pollinator interactions database for construction of potential networks. NERC Environmental Information Data Centre. https://doi.org/10.5285/6d8d5cb5-bd54-4da7-903a-15bd4bbd531b","None","interactions.csv","None","None"
"2707","Polyommatus icarusVicia sativa","Polyommatus icarus","Vicia sativa","visitsFlowersOf","Redhead, J.W.; Coombes, C.F.; Dean, H.J.; Dyer, R.; Oliver, T.H.; Pocock, M.J.O.; Rorke, S.L.; Vanbergen, A.J.; Woodcock, B.A.; Pywell, R.F. (2018). Plant-pollinator interactions database for construction of potential networks. NERC Environmental Information Data Centre. https://doi.org/10.5285/6d8d5cb5-bd54-4da7-903a-15bd4bbd531b","None","interactions.csv","None","None"
"2708","Polyommatus icarusVicia sepium","Polyommatus icarus","Vicia sepium","visitsFlowersOf","Redhead, J.W.; Coombes, C.F.; Dean, H.J.; Dyer, R.; Oliver, T.H.; Pocock, M.J.O.; Rorke, S.L.; Vanbergen, A.J.; Woodcock, B.A.; Pywell, R.F. (2018). Plant-pollinator interactions database for construction of potential networks. NERC Environmental Information Data Centre. https://doi.org/10.5285/6d8d5cb5-bd54-4da7-903a-15bd4bbd531b","None","interactions.csv","None","None"
"2709","Polyommatus icarusVicia villosa","Polyommatus icarus","Vicia villosa","visitsFlowersOf","Redhead, J.W.; Coombes, C.F.; Dean, H.J.; Dyer, R.; Oliver, T.H.; Pocock, M.J.O.; Rorke, S.L.; Vanbergen, A.J.; Woodcock, B.A.; Pywell, R.F. (2018). Plant-pollinator interactions database for construction of potential networks. NERC Environmental Information Data Centre. https://doi.org/10.5285/6d8d5cb5-bd54-4da7-903a-15bd4bbd531b","None","interactions.csv","None","None"
"2710","Xylocopa violaceaHedera helix","Xylocopa violacea","Hedera helix","visitsFlowersOf","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world.","None","null. 2020. Xylocopa violacea associated species with names lookup Hedera helix. iNaturalist.org. Accessed at <https://www.inaturalist.org/observations/63187869> on 17 Nov 2021.","None","None"
"2711","Megachile pilidensHedera helix","Megachile pilidens","Hedera helix","visitsFlowersOf","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world.","None","null. 2020. Megachile pilidens associated species with names lookup Hedera helix. iNaturalist.org. Accessed at <https://www.inaturalist.org/observations/55678416> on 17 Nov 2021.","None","None"
"2712","Mesembrina meridianaHedera helix","Mesembrina meridiana","Hedera helix","visitsFlowersOf","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world.","None","null. 2020. Mesembrina meridiana interaction->visited flower of Hedera helix. iNaturalist.org. Accessed at <https://www.inaturalist.org/observations/69412171> on 17 Nov 2021.","None","None"
"2713","Mesembrina meridianaHeracleum sphondylium","Mesembrina meridiana","Heracleum sphondylium","visitsFlowersOf","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world.","None","Tig. 2019. Mesembrina meridiana nectar plant Heracleum sphondylium. iNaturalist.org. Accessed at <https://www.inaturalist.org/observations/33967425> on 17 Nov 2021.","None","None"
"2714","Auricularia auricula-judaeHedera helix","Auricularia auricula-judae","Hedera helix","hasHost","Mycology Collections Data Portal (MyCoPortal). 2020. https://mycoportal.org","None","tmp_host_info-20200902.csv.gz","None","None"
"2715","Auricularia auricula-judaeRobinia pseudoacacia","Auricularia auricula-judae","Robinia pseudoacacia","hasHost","Mycology Collections Data Portal (MyCoPortal). 2020. https://mycoportal.org","None","tmp_host_info-20200902.csv.gz","None","None"
"2716","Aphis hederaeHedera helix","Aphis hederae","Hedera helix","eats","Species Interactions of Australia Database (SIAD): Helping us to understand species interactions in Australia and beyond. http://www.discoverlife.org/siad/ .","None","ABRS 2009. Australian Faunal Directory. Aphis hederae. Australian Biological Resources StudyNode, Canberra. Accessed at <http://biodiversity.org.au/afd/taxa/4f66afc3-63fd-447f-8708-f78ce96c544d> on 17 Nov 2021.","None","None"
"2717","Philoscia muscorumHedera helix","Philoscia muscorum","Hedera helix","eats","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world.","None","Valentin Hamon. 2020. Philoscia muscorum host plant Hedera helix. iNaturalist.org. Accessed at <https://www.inaturalist.org/observations/44406141> on 17 Nov 2021.","None","None"
"2718","Myocastor coypusHedera helix","Myocastor coypus","Hedera helix","eats","Quentin J. Groom. 2020. Species interactions of species on the List of invasive alien species of Union concern","None","Abbas, A. (1991). Feeding strategy of coypu (Myocastor coypus) in central western France. Journal of Zoology, 224(3), 385-401.","10.1111/j.1469-7998.1991.tb06033.x","None"
"2719","Hedera helixColumba palumbus","Hedera helix","Columba palumbus","hasDispersalVector","Web of Life. http://www.web-of-life.es .","None","Snow, B. and Snow, D. (1988). Birds and berries, Calton, England.","None","None"
"2720","Hedera helixErithacus rubecula","Hedera helix","Erithacus rubecula","hasDispersalVector","Web of Life. http://www.web-of-life.es .","None","Snow, B. and Snow, D. (1988). Birds and berries, Calton, England.","None","None"
"2721","Hedera helixFringilla coelebs","Hedera helix","Fringilla coelebs","hasDispersalVector","Web of Life. http://www.web-of-life.es .","None","P. Jordano, unpubl.","None","None"
"2722","Hedera helixPhoenicurus ochruros","Hedera helix","Phoenicurus ochruros","hasDispersalVector","Web of Life. http://www.web-of-life.es .","None","P. Jordano, unpubl.","None","None"
"2723","Hedera helixPlatanus orientalis","Hedera helix","Platanus orientalis","parasiteOf","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world.","None","Steve Daniels. 2016. Hedera helix observed species association: parasitism Platanus orientalis. iNaturalist.org. Accessed at <https://www.inaturalist.org/observations/4062261> on 17 Nov 2021.","None","None"
"2724","Hedera helixSylvia atricapilla","Hedera helix","Sylvia atricapilla","hasDispersalVector","Web of Life. http://www.web-of-life.es .","None","Snow, B. and Snow, D. (1988). Birds and berries, Calton, England.","None","None"
"2725","Hedera helixTurdus iliacus","Hedera helix","Turdus iliacus","hasDispersalVector","Web of Life. http://www.web-of-life.es .","None","Data unpublished, however see Jordano 1993","None","None"
"2726","Hedera helixTurdus merula","Hedera helix","Turdus merula","hasDispersalVector","Web of Life. http://www.web-of-life.es .","None","Snow, B. and Snow, D. (1988). Birds and berries, Calton, England.","None","None"
"2727","Hedera helixTurdus philomelos","Hedera helix","Turdus philomelos","hasDispersalVector","Web of Life. http://www.web-of-life.es .","None","Snow, B. and Snow, D. (1988). Birds and berries, Calton, England.","None","None"
"2728","Hedera helixTurdus torquatus","Hedera helix","Turdus torquatus","hasDispersalVector","Web of Life. http://www.web-of-life.es .","None","Data unpublished, however see Jordano 1993","None","None"
"2729","Hedera helixTurdus viscivorus","Hedera helix","Turdus viscivorus","hasDispersalVector","Web of Life. http://www.web-of-life.es .","None","Data unpublished, however see Jordano 1993","None","None"
"2730","Hedera helixVespa crabro","Hedera helix","Vespa crabro","visitsFlowersOf","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world.","None","davide berton. 2017. Vespa crabro interaction->flower visited by Hedera helix. iNaturalist.org. Accessed at <https://www.inaturalist.org/observations/21958464> on 17 Nov 2021.","None","None"
"2731","Merodon equestrisHeracleum sphondylium","Merodon equestris","Heracleum sphondylium","visitsFlowersOf","http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world.","None","Tig. 2018. Merodon equestris nectar plant Heracleum sphondylium sphondylium. iNaturalist.org. Accessed at <https://www.inaturalist.org/observations/13013837> on 17 Nov 2021.","None","None"
"2732","Satyrium pruniHeracleum sphondylium","Satyrium pruni","Heracleum sphondylium","visitsFlowersOf","Redhead, J.W.; Coombes, C.F.; Dean, H.J.; Dyer, R.; Oliver, T.H.; Pocock, M.J.O.; Rorke, S.L.; Vanbergen, A.J.; Woodcock, B.A.; Pywell, R.F. (2018). Plant-pollinator interactions database for construction of potential networks. NERC Environmental Information Data Centre. https://doi.org/10.5285/6d8d5cb5-bd54-4da7-903a-15bd4bbd531b","None","interactions.csv","None","None"
"2733","Satyrium pruniPrunus domestica","Satyrium pruni","Prunus domestica","eats","Ed Baker; Ian J. Kitching; George W. Beccaloni; Amoret Whitaker et al. (2016). Dataset: NHM Interactions Bank. Natural History Museum Data Portal (data.nhm.ac.uk). https://doi.org/10.5519/0060767","None","F.  Seow-Choen, A Taxonomic Guide to the Stick Insects of Borneo. Kota Kinabalu: Natural History Publications (Borneo), 2016.","None","None"
"2734","Thecla betulaeHeracleum sphondylium","Thecla betulae","Heracleum sphondylium","visitsFlowersOf","Redhead, J.W.; Coombes, C.F.; Dean, H.J.; Dyer, R.; Oliver, T.H.; Pocock, M.J.O.; Rorke, S.L.; Vanbergen, A.J.; Woodcock, B.A.; Pywell, R.F. (2018). Plant-pollinator interactions database for construction of potential networks. NERC Environmental Information Data Centre. https://doi.org/10.5285/6d8d5cb5-bd54-4da7-903a-15bd4bbd531b","None","interactions.csv","None","None"
"2735","Thecla betulaePrunus avium","Thecla betulae","Prunus avium","eats","Ferrer-Paris, José R.; Sánchez-Mercado, Ada Y.; Lozano, Cecilia; Zambrano, Liset; Soto, José; Baettig, Jessica; Leal, María (2014): A compilation of larval host-plant records for six families of butterflies (Lepidoptera: Papilionoidea) from available electronic resources. figshare. http://dx.doi.org/10.6084/m9.figshare.1168861","10.6084/m9.figshare.1168861","Ferrer-Paris, José R.; Sánchez-Mercado, Ada Y.; Lozano, Cecilia; Zambrano, Liset; Soto, José; Baettig, Jessica; Leal, María (2014): A compilation of larval host-plant records for six families of butterflies (Lepidoptera: Papilionoidea) from available electronic resources. figshare. https://doi.org/10.6084/m9.figshare.1168861 . Accessed at <http://files.figshare.com/1674327/20140912_CompiledButterflyHostPlantRecords_JRFP.csv> on 17 Nov 2021.","10.6084/m9.figshare.1168861","None"
"2736","Thecla betulaePrunus domestica","Thecla betulae","Prunus domestica","eats","Sarah E Miller. 6/18/2015. Species associations manually extracted from datasets https://www.nceas.ucsb.edu/interactionweb/resources.html.","10.5281/zenodo.258203","Leather, S.R. 1991. Feeding specialisation and host distribution of British and Finnish Prunus feeding macrolepidoptera. OIKOS 60: 40-48.","10.2307/3544990","None"
"2737","Thymelicus sylvestrisHeracleum sphondylium","Thymelicus sylvestris","Heracleum sphondylium","visitsFlowersOf","Redhead, J.W.; Coombes, C.F.; Dean, H.J.; Dyer, R.; Oliver, T.H.; Pocock, M.J.O.; Rorke, S.L.; Vanbergen, A.J.; Woodcock, B.A.; Pywell, R.F. (2018). Plant-pollinator interactions database for construction of potential networks. NERC Environmental Information Data Centre. https://doi.org/10.5285/6d8d5cb5-bd54-4da7-903a-15bd4bbd531b","None","interactions.csv","None","None"
"2738","Satyrium w-albumHeracleum sphondylium","Satyrium w-album","Heracleum sphondylium","visitsFlowersOf","Redhead, J.W.; Coombes, C.F.; Dean, H.J.; Dyer, R.; Oliver, T.H.; Pocock, M.J.O.; Rorke, S.L.; Vanbergen, A.J.; Woodcock, B.A.; Pywell, R.F. (2018). Plant-pollinator interactions database for construction of potential networks. NERC Environmental Information Data Centre. https://doi.org/10.5285/6d8d5cb5-bd54-4da7-903a-15bd4bbd531b","None","interactions.csv","None","None"
"2739","Limenitis camillaHeracleum sphondylium","Limenitis camilla","Heracleum sphondylium","visitsFlowersOf","Redhead, J.W.; Coombes, C.F.; Dean, H.J.; Dyer, R.; Oliver, T.H.; Pocock, M.J.O.; Rorke, S.L.; Vanbergen, A.J.; Woodcock, B.A.; Pywell, R.F. (2018). Plant-pollinator interactions database for construction of potential networks. NERC Environmental Information Data Centre. https://doi.org/10.5285/6d8d5cb5-bd54-4da7-903a-15bd4bbd531b","None","interactions.csv","None","None"
