"target_taxon","source_taxon_name","interaction_type","db","query","genus","family","order","class","phylum","kingdom"
"Vespa velutina","Apis mellifera","interactsWith","ncbi","Apis mellifera","Apis","Apidae","Hymenoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Apis mellifera","interactsWith","ncbi","Apis mellifera","Apis","Apidae","Hymenoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Fagus sylvatica","interactsWith","ncbi","Fagus sylvatica","Fagus","Fagaceae","Fagales","Magnoliopsida","Streptophyta","Viridiplantae"
"Vespa velutina","Hedera helix","flowersVisitedBy","ncbi","Hedera helix","Hedera","Araliaceae","Apiales","Magnoliopsida","Streptophyta","Viridiplantae"
"Vespa velutina","Hedera helix","interactsWith","ncbi","Hedera helix","Hedera","Araliaceae","Apiales","Magnoliopsida","Streptophyta","Viridiplantae"
"Vespa velutina","Cotoneaster","interactsWith","ncbi","Cotoneaster","Cotoneaster","Rosaceae","Rosales","Magnoliopsida","Streptophyta","Viridiplantae"
"Vespa velutina","Oenothera lindheimeri","flowersVisitedBy","ncbi","Oenothera lindheimeri","Oenothera","Onagraceae","Myrtales","Magnoliopsida","Streptophyta","Viridiplantae"
"Vespa velutina","Hedera helix","flowersVisitedBy","ncbi","Hedera helix","Hedera","Araliaceae","Apiales","Magnoliopsida","Streptophyta","Viridiplantae"
"Vespa velutina","Hedera helix","interactsWith","ncbi","Hedera helix","Hedera","Araliaceae","Apiales","Magnoliopsida","Streptophyta","Viridiplantae"
"Vespa velutina","Hedera helix","flowersVisitedBy","ncbi","Hedera helix","Hedera","Araliaceae","Apiales","Magnoliopsida","Streptophyta","Viridiplantae"
"Vespa velutina","Hedera helix","flowersVisitedBy","ncbi","Hedera helix","Hedera","Araliaceae","Apiales","Magnoliopsida","Streptophyta","Viridiplantae"
"Vespa velutina","Hedera helix","interactsWith","ncbi","Hedera helix","Hedera","Araliaceae","Apiales","Magnoliopsida","Streptophyta","Viridiplantae"
"Vespa velutina","Hedera helix","flowersVisitedBy","ncbi","Hedera helix","Hedera","Araliaceae","Apiales","Magnoliopsida","Streptophyta","Viridiplantae"
"Vespa velutina","Hedera helix","interactsWith","ncbi","Hedera helix","Hedera","Araliaceae","Apiales","Magnoliopsida","Streptophyta","Viridiplantae"
"Vespa velutina","Hedera","flowersVisitedBy","ncbi","Hedera","Hedera","Araliaceae","Apiales","Magnoliopsida","Streptophyta","Viridiplantae"
"Vespa velutina","Euonymus japonicus","flowersVisitedBy","ncbi","Euonymus japonicus","Euonymus","Celastraceae","Celastrales","Magnoliopsida","Streptophyta","Viridiplantae"
"Vespa velutina","Strelitzia","flowersVisitedBy","ncbi","Strelitzia","Strelitzia","Strelitziaceae","Zingiberales","Magnoliopsida","Streptophyta","Viridiplantae"
"Vespa velutina","Cotoneaster","flowersVisitedBy","ncbi","Cotoneaster","Cotoneaster","Rosaceae","Rosales","Magnoliopsida","Streptophyta","Viridiplantae"
"Vespa velutina","Camellia","flowersVisitedBy","ncbi","Camellia","Camellia","Theaceae","Ericales","Magnoliopsida","Streptophyta","Viridiplantae"
"Vespa velutina","Hedera","flowersVisitedBy","ncbi","Hedera","Hedera","Araliaceae","Apiales","Magnoliopsida","Streptophyta","Viridiplantae"
"Vespa velutina","Euonymus japonicus","flowersVisitedBy","ncbi","Euonymus japonicus","Euonymus","Celastraceae","Celastrales","Magnoliopsida","Streptophyta","Viridiplantae"
"Vespa velutina","Malus domestica","eatenBy","ncbi","Malus domestica","Malus","Rosaceae","Rosales","Magnoliopsida","Streptophyta","Viridiplantae"
"Vespa velutina","Malus domestica","eatenBy","ncbi","Malus domestica","Malus","Rosaceae","Rosales","Magnoliopsida","Streptophyta","Viridiplantae"
"Vespa velutina","Eriobotrya japonica","flowersVisitedBy","ncbi","Eriobotrya japonica","Rhaphiolepis","Rosaceae","Rosales","Magnoliopsida","Streptophyta","Viridiplantae"
"Vespa velutina","Campsis","flowersVisitedBy","ncbi","Campsis","Campsis","Bignoniaceae","Lamiales","Magnoliopsida","Streptophyta","Viridiplantae"
"Vespa velutina","Foeniculum vulgare","flowersVisitedBy","ncbi","Foeniculum vulgare","Anethum","Apiaceae","Apiales","Magnoliopsida","Streptophyta","Viridiplantae"
"Vespa velutina","Campsis radicans","flowersVisitedBy","ncbi","Campsis radicans","Campsis","Bignoniaceae","Lamiales","Magnoliopsida","Streptophyta","Viridiplantae"
"Vespa velutina","Angelica sylvestris","flowersVisitedBy","ncbi","Angelica sylvestris","Angelica","Apiaceae","Apiales","Magnoliopsida","Streptophyta","Viridiplantae"
"Vespa velutina","Polygonaceae","flowersVisitedBy","ncbi","Polygonaceae",NA,"Polygonaceae","Caryophyllales","Magnoliopsida","Streptophyta","Viridiplantae"
"Vespa velutina","Euphorbia","flowersVisitedBy","ncbi","Euphorbia","Euphorbia","Euphorbiaceae","Malpighiales","Magnoliopsida","Streptophyta","Viridiplantae"
"Vespa velutina","Ixora","flowersVisitedBy","ncbi","Ixora","Ixora","Rubiaceae","Gentianales","Magnoliopsida","Streptophyta","Viridiplantae"
"Vespa velutina","Vitis vinifera","eatenBy","ncbi","Vitis vinifera","Vitis","Vitaceae","Vitales","Magnoliopsida","Streptophyta","Viridiplantae"
"Vespa velutina","Campsis radicans","flowersVisitedBy","ncbi","Campsis radicans","Campsis","Bignoniaceae","Lamiales","Magnoliopsida","Streptophyta","Viridiplantae"
"Vespa velutina","Alstroemeria aurea","flowersVisitedBy","ncbi","Alstroemeria aurea","Alstroemeria","Alstroemeriaceae","Liliales","Magnoliopsida","Streptophyta","Viridiplantae"
"Vespa velutina","Calliandra","flowersVisitedBy","ncbi","Calliandra","Calliandra","Fabaceae","Fabales","Magnoliopsida","Streptophyta","Viridiplantae"
"Vespa velutina","Hedera","flowersVisitedBy","ncbi","Hedera","Hedera","Araliaceae","Apiales","Magnoliopsida","Streptophyta","Viridiplantae"
"Vespa velutina","Alstroemeria aurea","flowersVisitedBy","ncbi","Alstroemeria aurea","Alstroemeria","Alstroemeriaceae","Liliales","Magnoliopsida","Streptophyta","Viridiplantae"
"Vespa velutina","Mentha","flowersVisitedBy","ncbi","Mentha","Mentha","Lamiaceae","Lamiales","Magnoliopsida","Streptophyta","Viridiplantae"
"Vespa velutina","Ficus carica","eatenBy","ncbi","Ficus carica","Ficus","Moraceae","Rosales","Magnoliopsida","Streptophyta","Viridiplantae"
"Vespa velutina","Gomphocarpus","flowersVisitedBy","ncbi","Gomphocarpus","Gomphocarpus","Apocynaceae","Gentianales","Magnoliopsida","Streptophyta","Viridiplantae"
"Vespa velutina","Leea guineensis","flowersVisitedBy","ncbi","Leea guineensis","Leea","Leeaceae","Vitales","Magnoliopsida","Streptophyta","Viridiplantae"
"Vespa velutina","Ixora","flowersVisitedBy","ncbi","Ixora","Ixora","Rubiaceae","Gentianales","Magnoliopsida","Streptophyta","Viridiplantae"
"Vespa velutina","Salvia leucantha","flowersVisitedBy","ncbi","Salvia leucantha","Salvia","Lamiaceae","Lamiales","Magnoliopsida","Streptophyta","Viridiplantae"
"Vespa velutina","Syzygium","flowersVisitedBy","ncbi","Syzygium","Syzygium","Myrtaceae","Myrtales","Magnoliopsida","Streptophyta","Viridiplantae"
"Vespa velutina","Berberis","flowersVisitedBy","ncbi","Berberis","Berberis","Berberidaceae","Ranunculales","Magnoliopsida","Streptophyta","Viridiplantae"
"Vespa velutina","Momordica charantia","flowersVisitedBy","ncbi","Momordica charantia","Momordica","Cucurbitaceae","Cucurbitales","Magnoliopsida","Streptophyta","Viridiplantae"
"Vespa velutina","Arecaceae","flowersVisitedBy","ncbi","Arecaceae",NA,"Arecaceae","Arecales","Magnoliopsida","Streptophyta","Viridiplantae"
"Vespa velutina","Apiaceae","flowersVisitedBy","ncbi","Apiaceae",NA,"Apiaceae","Apiales","Magnoliopsida","Streptophyta","Viridiplantae"
"Vespa velutina","Reynoutria japonica","flowersVisitedBy","ncbi","Reynoutria japonica","Reynoutria","Polygonaceae","Caryophyllales","Magnoliopsida","Streptophyta","Viridiplantae"
"Vespa velutina","Hedera","flowersVisitedBy","ncbi","Hedera","Hedera","Araliaceae","Apiales","Magnoliopsida","Streptophyta","Viridiplantae"
"Vespa velutina","Hedera","flowersVisitedBy","ncbi","Hedera","Hedera","Araliaceae","Apiales","Magnoliopsida","Streptophyta","Viridiplantae"
"Vespa velutina","Parthenocissus","flowersVisitedBy","ncbi","Parthenocissus","Parthenocissus","Vitaceae","Vitales","Magnoliopsida","Streptophyta","Viridiplantae"
"Vespa velutina","Dicrurus macrocercus","interactsWith","ncbi","Dicrurus macrocercus","Dicrurus","Dicruridae","Passeriformes","Aves","Chordata","Metazoa"
"Vespa velutina","Acer pseudoplatanus","interactsWith","ncbi","Acer pseudoplatanus","Acer","Sapindaceae","Sapindales","Magnoliopsida","Streptophyta","Viridiplantae"
"Vespa velutina","Larix decidua","interactsWith","ncbi","Larix decidua","Larix","Pinaceae","Pinales","Pinopsida","Streptophyta","Viridiplantae"
"Vespa velutina","Fagus sylvatica","interactsWith","ncbi","Fagus sylvatica","Fagus","Fagaceae","Fagales","Magnoliopsida","Streptophyta","Viridiplantae"
"Vespa velutina","Castanea sativa","interactsWith","ncbi","Castanea sativa","Castanea","Fagaceae","Fagales","Magnoliopsida","Streptophyta","Viridiplantae"
"Vespa velutina","Apis mellifera","interactsWith","ncbi","Apis mellifera","Apis","Apidae","Hymenoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Picea","interactsWith","ncbi","Picea","Picea","Pinaceae","Pinales","Pinopsida","Streptophyta","Viridiplantae"
"Vespa velutina","Fagus sylvatica","interactsWith","ncbi","Fagus sylvatica","Fagus","Fagaceae","Fagales","Magnoliopsida","Streptophyta","Viridiplantae"
"Vespa velutina","Carpinus betulus","interactsWith","ncbi","Carpinus betulus","Carpinus","Betulaceae","Fagales","Magnoliopsida","Streptophyta","Viridiplantae"
"Vespa velutina","Tilia","interactsWith","ncbi","Tilia","Tilia","Malvaceae","Malvales","Magnoliopsida","Streptophyta","Viridiplantae"
"Vespa velutina","Apis mellifera","interactsWith","ncbi","Apis mellifera","Apis","Apidae","Hymenoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Hedera helix","interactsWith","ncbi","Hedera helix","Hedera","Araliaceae","Apiales","Magnoliopsida","Streptophyta","Viridiplantae"
"Vespa velutina","Asclepias curassavica","flowersVisitedBy","ncbi","Asclepias curassavica","Asclepias","Apocynaceae","Gentianales","Magnoliopsida","Streptophyta","Viridiplantae"
"Vespa velutina","Berberis","flowersVisitedBy","ncbi","Berberis","Berberis","Berberidaceae","Ranunculales","Magnoliopsida","Streptophyta","Viridiplantae"
"Vespa velutina","Berberis","interactsWith","ncbi","Berberis","Berberis","Berberidaceae","Ranunculales","Magnoliopsida","Streptophyta","Viridiplantae"
"Vespa velutina","Anisoptera","preyedUponBy","ncbi","Anisoptera",NA,NA,"Odonata","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Hydrangea chinensis","flowersVisitedBy","ncbi","Hydrangea chinensis","Hydrangea","Hydrangeaceae","Cornales","Magnoliopsida","Streptophyta","Viridiplantae"
"Vespa velutina","Hydrangea chinensis","visitedBy","ncbi","Hydrangea chinensis","Hydrangea","Hydrangeaceae","Cornales","Magnoliopsida","Streptophyta","Viridiplantae"
"Vespa velutina","Euphorbia characias","flowersVisitedBy","ncbi","Euphorbia characias","Euphorbia","Euphorbiaceae","Malpighiales","Magnoliopsida","Streptophyta","Viridiplantae"
"Vespa velutina","Symphoricarpos","flowersVisitedBy","ncbi","Symphoricarpos","Symphoricarpos","Caprifoliaceae","Dipsacales","Magnoliopsida","Streptophyta","Viridiplantae"
"Vespa velutina","Apiaceae","flowersVisitedBy","ncbi","Apiaceae",NA,"Apiaceae","Apiales","Magnoliopsida","Streptophyta","Viridiplantae"
"Vespa velutina","Vitis vinifera","eatenBy","ncbi","Vitis vinifera","Vitis","Vitaceae","Vitales","Magnoliopsida","Streptophyta","Viridiplantae"
"Vespa velutina","Rubus fruticosus","flowersVisitedBy","ncbi","Rubus fruticosus","Rubus","Rosaceae","Rosales","Magnoliopsida","Streptophyta","Viridiplantae"
"Vespa velutina","Apiaceae","flowersVisitedBy","ncbi","Apiaceae",NA,"Apiaceae","Apiales","Magnoliopsida","Streptophyta","Viridiplantae"
"Vespa velutina","Apiaceae","flowersVisitedBy","ncbi","Apiaceae",NA,"Apiaceae","Apiales","Magnoliopsida","Streptophyta","Viridiplantae"
"Vespa velutina","Apiaceae","flowersVisitedBy","ncbi","Apiaceae",NA,"Apiaceae","Apiales","Magnoliopsida","Streptophyta","Viridiplantae"
"Vespa velutina","Apiaceae","flowersVisitedBy","ncbi","Apiaceae",NA,"Apiaceae","Apiales","Magnoliopsida","Streptophyta","Viridiplantae"
"Vespa velutina","Angelica","flowersVisitedBy","ncbi","Angelica","Angelica","Apiaceae","Apiales","Magnoliopsida","Streptophyta","Viridiplantae"
"Vespa velutina","Foeniculum vulgare","flowersVisitedBy","ncbi","Foeniculum vulgare","Anethum","Apiaceae","Apiales","Magnoliopsida","Streptophyta","Viridiplantae"
"Vespa velutina","Musa","flowersVisitedBy","ncbi","Musa","Musa","Musaceae","Zingiberales","Magnoliopsida","Streptophyta","Viridiplantae"
"Vespa velutina","Ficus carica","eatenBy","ncbi","Ficus carica","Ficus","Moraceae","Rosales","Magnoliopsida","Streptophyta","Viridiplantae"
"Vespa velutina","Ixora coccinea","visitedBy","ncbi","Ixora coccinea","Ixora","Rubiaceae","Gentianales","Magnoliopsida","Streptophyta","Viridiplantae"
"Vespa velutina","Hedera helix","interactsWith","ncbi","Hedera helix","Hedera","Araliaceae","Apiales","Magnoliopsida","Streptophyta","Viridiplantae"
"Vespa velutina","Hedera helix","flowersVisitedBy","ncbi","Hedera helix","Hedera","Araliaceae","Apiales","Magnoliopsida","Streptophyta","Viridiplantae"
"Vespa velutina","Hedera helix","interactsWith","ncbi","Hedera helix","Hedera","Araliaceae","Apiales","Magnoliopsida","Streptophyta","Viridiplantae"
"Vespa velutina","Micoletzkya","flowersVisitedBy","ncbi","Micoletzkya","Micoletzkya","Diplogasteridae","Rhabditida","Chromadorea","Nematoda","Metazoa"
"Vespa velutina","Micoletzkya","visitedBy","ncbi","Micoletzkya","Micoletzkya","Diplogasteridae","Rhabditida","Chromadorea","Nematoda","Metazoa"
"Vespa velutina","Heracleum sphondylium","visitedBy","ncbi","Heracleum sphondylium","Heracleum","Apiaceae","Apiales","Magnoliopsida","Streptophyta","Viridiplantae"
"Vespa velutina","Heracleum sphondylium","flowersVisitedBy","ncbi","Heracleum sphondylium","Heracleum","Apiaceae","Apiales","Magnoliopsida","Streptophyta","Viridiplantae"
"Vespa velutina","Heracleum sphondylium","visitedBy","ncbi","Heracleum sphondylium","Heracleum","Apiaceae","Apiales","Magnoliopsida","Streptophyta","Viridiplantae"
"Vespa velutina","Gomphocarpus physocarpus","flowersVisitedBy","ncbi","Gomphocarpus physocarpus","Gomphocarpus","Apocynaceae","Gentianales","Magnoliopsida","Streptophyta","Viridiplantae"
"Vespa velutina","Gomphocarpus physocarpus","visitedBy","ncbi","Gomphocarpus physocarpus","Gomphocarpus","Apocynaceae","Gentianales","Magnoliopsida","Streptophyta","Viridiplantae"
"Vespa velutina","Gomphocarpus physocarpus","visitedBy","ncbi","Gomphocarpus physocarpus","Gomphocarpus","Apocynaceae","Gentianales","Magnoliopsida","Streptophyta","Viridiplantae"
"Vespa velutina","Melaleuca","flowersVisitedBy","ncbi","Melaleuca","Melaleuca","Myrtaceae","Myrtales","Magnoliopsida","Streptophyta","Viridiplantae"
"Vespa velutina","Ficus carica","eatenBy","ncbi","Ficus carica","Ficus","Moraceae","Rosales","Magnoliopsida","Streptophyta","Viridiplantae"
"Vespa velutina","Rhododendron","flowersVisitedBy","ncbi","Rhododendron","Rhododendron","Ericaceae","Ericales","Magnoliopsida","Streptophyta","Viridiplantae"
"Vespa velutina","Malus","interactsWith","ncbi","Malus","Malus","Rosaceae","Rosales","Magnoliopsida","Streptophyta","Viridiplantae"
"Vespa velutina","Malus domestica","eatenBy","ncbi","Malus domestica","Malus","Rosaceae","Rosales","Magnoliopsida","Streptophyta","Viridiplantae"
"Vespa velutina","Vespa","eatenBy","ncbi","Vespa","Vespa","Vespidae","Hymenoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Vitis vinifera","eatenBy","ncbi","Vitis vinifera","Vitis","Vitaceae","Vitales","Magnoliopsida","Streptophyta","Viridiplantae"
"Vespa velutina","Conger conger","eatenBy","ncbi","Conger conger","Conger","Congridae","Anguilliformes","Actinopteri","Chordata","Metazoa"
"Vespa velutina","Rhododendron","interactsWith","ncbi","Rhododendron","Rhododendron","Ericaceae","Ericales","Magnoliopsida","Streptophyta","Viridiplantae"
"Vespa velutina","Rhododendron","flowersVisitedBy","ncbi","Rhododendron","Rhododendron","Ericaceae","Ericales","Magnoliopsida","Streptophyta","Viridiplantae"
"Vespa velutina","Lantana","flowersVisitedBy","ncbi","Lantana","Lantana","Verbenaceae","Lamiales","Magnoliopsida","Streptophyta","Viridiplantae"
"Vespa velutina","Carcinops","eatenBy","ncbi","Carcinops","Carcinops","Histeridae","Coleoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Carcinops","eatenBy","ncbi","Carcinops","Carcinops","Histeridae","Coleoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Musa","interactsWith","ncbi","Musa","Musa","Musaceae","Zingiberales","Magnoliopsida","Streptophyta","Viridiplantae"
"Vespa velutina","Musa","flowersVisitedBy","ncbi","Musa","Musa","Musaceae","Zingiberales","Magnoliopsida","Streptophyta","Viridiplantae"
"Vespa velutina","Hedera helix","interactsWith","ncbi","Hedera helix","Hedera","Araliaceae","Apiales","Magnoliopsida","Streptophyta","Viridiplantae"
"Vespa velutina","Hedera helix","flowersVisitedBy","ncbi","Hedera helix","Hedera","Araliaceae","Apiales","Magnoliopsida","Streptophyta","Viridiplantae"
"Vespa velutina","Apis mellifera","eatenBy","ncbi","Apis mellifera","Apis","Apidae","Hymenoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Oryctolagus cuniculus","eatenBy","ncbi","Oryctolagus cuniculus","Oryctolagus","Leporidae","Lagomorpha","Mammalia","Chordata","Metazoa"
"Vespa velutina","Apis cerana","preyedUponBy","ncbi","Apis cerana","Apis","Apidae","Hymenoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Actinopterygii","eatenBy","ncbi","Actinopterygii",NA,NA,NA,NA,"Chordata","Metazoa"
"Vespa velutina","Vitis vinifera","eatenBy","ncbi","Vitis vinifera","Vitis","Vitaceae","Vitales","Magnoliopsida","Streptophyta","Viridiplantae"
"Vespa velutina","Vitis","interactsWith","ncbi","Vitis","Vitis","Vitaceae","Vitales","Magnoliopsida","Streptophyta","Viridiplantae"
"Vespa velutina","Thalia dealbata","flowersVisitedBy","ncbi","Thalia dealbata","Thalia","Marantaceae","Zingiberales","Magnoliopsida","Streptophyta","Viridiplantae"
"Vespa velutina","Lantana camara","flowersVisitedBy","ncbi","Lantana camara","Lantana","Verbenaceae","Lamiales","Magnoliopsida","Streptophyta","Viridiplantae"
"Vespa velutina","Passiflora edulis","flowersVisitedBy","ncbi","Passiflora edulis","Passiflora","Passifloraceae","Malpighiales","Magnoliopsida","Streptophyta","Viridiplantae"
"Vespa velutina","Passiflora","interactsWith","ncbi","Passiflora","Passiflora","Passifloraceae","Malpighiales","Magnoliopsida","Streptophyta","Viridiplantae"
"Vespa velutina","Apis mellifera","eatenBy","ncbi","Apis mellifera","Apis","Apidae","Hymenoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Choisya ternata","flowersVisitedBy","ncbi","Choisya ternata","Choisya","Rutaceae","Sapindales","Magnoliopsida","Streptophyta","Viridiplantae"
"Vespa velutina","Asteraceae","flowersVisitedBy","ncbi","Asteraceae",NA,"Asteraceae","Asterales","Magnoliopsida","Streptophyta","Viridiplantae"
"Vespa velutina","Asteraceae","flowersVisitedBy","ncbi","Asteraceae",NA,"Asteraceae","Asterales","Magnoliopsida","Streptophyta","Viridiplantae"
"Vespa velutina","Hedera helix","flowersVisitedBy","ncbi","Hedera helix","Hedera","Araliaceae","Apiales","Magnoliopsida","Streptophyta","Viridiplantae"
"Vespa velutina","Eriobotrya japonica","flowersVisitedBy","ncbi","Eriobotrya japonica","Rhaphiolepis","Rosaceae","Rosales","Magnoliopsida","Streptophyta","Viridiplantae"
"Vespa velutina","Symphoricarpos","flowersVisitedBy","ncbi","Symphoricarpos","Symphoricarpos","Caprifoliaceae","Dipsacales","Magnoliopsida","Streptophyta","Viridiplantae"
"Vespa velutina","Vitis vinifera","eatenBy","ncbi","Vitis vinifera","Vitis","Vitaceae","Vitales","Magnoliopsida","Streptophyta","Viridiplantae"
"Vespa velutina","Vitis vinifera","eatenBy","ncbi","Vitis vinifera","Vitis","Vitaceae","Vitales","Magnoliopsida","Streptophyta","Viridiplantae"
"Vespa velutina","Euphorbiaceae","flowersVisitedBy","ncbi","Euphorbiaceae",NA,"Euphorbiaceae","Malpighiales","Magnoliopsida","Streptophyta","Viridiplantae"
"Vespa velutina","Strelitzia","flowersVisitedBy","ncbi","Strelitzia","Strelitzia","Strelitziaceae","Zingiberales","Magnoliopsida","Streptophyta","Viridiplantae"
"Vespa velutina","Apis mellifera","eatenBy","ncbi","Apis mellifera","Apis","Apidae","Hymenoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Apiaceae","flowersVisitedBy","ncbi","Apiaceae",NA,"Apiaceae","Apiales","Magnoliopsida","Streptophyta","Viridiplantae"
"Vespa velutina","Hedera helix","flowersVisitedBy","ncbi","Hedera helix","Hedera","Araliaceae","Apiales","Magnoliopsida","Streptophyta","Viridiplantae"
"Vespa velutina","Hedera helix","flowersVisitedBy","ncbi","Hedera helix","Hedera","Araliaceae","Apiales","Magnoliopsida","Streptophyta","Viridiplantae"
"Vespa velutina","Passiflora","flowersVisitedBy","ncbi","Passiflora","Passiflora","Passifloraceae","Malpighiales","Magnoliopsida","Streptophyta","Viridiplantae"
"Vespa velutina","Passiflora","interactsWith","ncbi","Passiflora","Passiflora","Passifloraceae","Malpighiales","Magnoliopsida","Streptophyta","Viridiplantae"
"Vespa velutina","Cotoneaster","interactsWith","ncbi","Cotoneaster","Cotoneaster","Rosaceae","Rosales","Magnoliopsida","Streptophyta","Viridiplantae"
"Vespa velutina","Cotoneaster","flowersVisitedBy","ncbi","Cotoneaster","Cotoneaster","Rosaceae","Rosales","Magnoliopsida","Streptophyta","Viridiplantae"
"Vespa velutina","Hedera helix","flowersVisitedBy","ncbi","Hedera helix","Hedera","Araliaceae","Apiales","Magnoliopsida","Streptophyta","Viridiplantae"
"Vespa velutina","Hedera helix","flowersVisitedBy","ncbi","Hedera helix","Hedera","Araliaceae","Apiales","Magnoliopsida","Streptophyta","Viridiplantae"
"Vespa velutina","Hedera helix","flowersVisitedBy","ncbi","Hedera helix","Hedera","Araliaceae","Apiales","Magnoliopsida","Streptophyta","Viridiplantae"
"Vespa velutina","Symphoricarpos","interactsWith","ncbi","Symphoricarpos","Symphoricarpos","Caprifoliaceae","Dipsacales","Magnoliopsida","Streptophyta","Viridiplantae"
"Vespa velutina","Symphoricarpos","flowersVisitedBy","ncbi","Symphoricarpos","Symphoricarpos","Caprifoliaceae","Dipsacales","Magnoliopsida","Streptophyta","Viridiplantae"
"Vespa velutina","Symphoricarpos","interactsWith","ncbi","Symphoricarpos","Symphoricarpos","Caprifoliaceae","Dipsacales","Magnoliopsida","Streptophyta","Viridiplantae"
"Vespa velutina","Symphoricarpos","flowersVisitedBy","ncbi","Symphoricarpos","Symphoricarpos","Caprifoliaceae","Dipsacales","Magnoliopsida","Streptophyta","Viridiplantae"
"Vespa velutina","Hedera helix","interactsWith","ncbi","Hedera helix","Hedera","Araliaceae","Apiales","Magnoliopsida","Streptophyta","Viridiplantae"
"Vespa velutina","Hedera helix","interactsWith","ncbi","Hedera helix","Hedera","Araliaceae","Apiales","Magnoliopsida","Streptophyta","Viridiplantae"
"Vespa velutina","Litchi chinensis","eatenBy","ncbi","Litchi chinensis","Litchi","Sapindaceae","Sapindales","Magnoliopsida","Streptophyta","Viridiplantae"
"Vespa velutina","Rhododendron","flowersVisitedBy","ncbi","Rhododendron","Rhododendron","Ericaceae","Ericales","Magnoliopsida","Streptophyta","Viridiplantae"
"Vespa velutina","Foeniculum","flowersVisitedBy","ncbi","Foeniculum","Foeniculum","Apiaceae","Apiales","Magnoliopsida","Streptophyta","Viridiplantae"
"Vespa velutina","Apis mellifera","eatenBy","ncbi","Apis mellifera","Apis","Apidae","Hymenoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Hedera helix","flowersVisitedBy","ncbi","Hedera helix","Hedera","Araliaceae","Apiales","Magnoliopsida","Streptophyta","Viridiplantae"
"Vespa velutina","Hedera helix","interactsWith","ncbi","Hedera helix","Hedera","Araliaceae","Apiales","Magnoliopsida","Streptophyta","Viridiplantae"
"Vespa velutina","Apis mellifera","eatenBy","ncbi","Apis mellifera","Apis","Apidae","Hymenoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Berberis","flowersVisitedBy","ncbi","Berberis","Berberis","Berberidaceae","Ranunculales","Magnoliopsida","Streptophyta","Viridiplantae"
"Vespa velutina","Asphodeloideae","flowersVisitedBy","ncbi","Asphodeloideae",NA,"Asphodelaceae","Asparagales","Magnoliopsida","Streptophyta","Viridiplantae"
"Vespa velutina","Hedera helix","flowersVisitedBy","ncbi","Hedera helix","Hedera","Araliaceae","Apiales","Magnoliopsida","Streptophyta","Viridiplantae"
"Vespa velutina","Eriobotrya japonica","flowersVisitedBy","ncbi","Eriobotrya japonica","Rhaphiolepis","Rosaceae","Rosales","Magnoliopsida","Streptophyta","Viridiplantae"
"Vespa velutina","Eriobotrya japonica","flowersVisitedBy","ncbi","Eriobotrya japonica","Rhaphiolepis","Rosaceae","Rosales","Magnoliopsida","Streptophyta","Viridiplantae"
"Vespa velutina","Hedera helix","flowersVisitedBy","ncbi","Hedera helix","Hedera","Araliaceae","Apiales","Magnoliopsida","Streptophyta","Viridiplantae"
"Vespa velutina","Plumeria","flowersVisitedBy","ncbi","Plumeria","Plumeria","Apocynaceae","Gentianales","Magnoliopsida","Streptophyta","Viridiplantae"
"Vespa velutina","Scrophularieae","flowersVisitedBy","ncbi","Scrophularieae",NA,"Scrophulariaceae","Lamiales","Magnoliopsida","Streptophyta","Viridiplantae"
"Vespa velutina","Prunus domestica","eatenBy","ncbi","Prunus domestica","Prunus","Rosaceae","Rosales","Magnoliopsida","Streptophyta","Viridiplantae"
"Vespa velutina","Prunus domestica","eatenBy","ncbi","Prunus domestica","Prunus","Rosaceae","Rosales","Magnoliopsida","Streptophyta","Viridiplantae"
"Vespa velutina","Vespa bicolor","preyedUponBy","ncbi","Vespa bicolor","Vespa","Vespidae","Hymenoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Aves","eatenBy","ncbi","Aves",NA,NA,NA,"Aves","Chordata","Metazoa"
"Vespa velutina","Aves","eatenBy","ncbi","Aves",NA,NA,NA,"Aves","Chordata","Metazoa"
"Vespa velutina","Apis mellifera","eatenBy","ncbi","Apis mellifera","Apis","Apidae","Hymenoptera","Insecta","Arthropoda","Metazoa"
"Vespa velutina","Angelica sylvestris","visitedBy","ncbi","Angelica sylvestris","Angelica","Apiaceae","Apiales","Magnoliopsida","Streptophyta","Viridiplantae"
"Vespa velutina","Symphoricarpos","flowersVisitedBy","ncbi","Symphoricarpos","Symphoricarpos","Caprifoliaceae","Dipsacales","Magnoliopsida","Streptophyta","Viridiplantae"
