"","scientificName2","speciesKey","scientificName","rank","taxonomicStatus","kingdom","includes","ALIEN"
"7390","Trichonta trivittata",1616904,"Trichonta trivittata Lundström, 1916","SPECIES","ACCEPTED","Animalia","1616904: Trichonta trivittata Lundström, 1916",FALSE
"7391","Trichouropoda calcarata",4549687,"Trichouropoda calcarata Hirschmann & Zirngiebl-Nicol, 1961","SPECIES","ACCEPTED","Animalia","4549687: Trichouropoda calcarata Hirschmann & Zirngiebl-Nicol, 1961",FALSE
"7392","Trichouropoda dalarnaensis",4549661,"Trichouropoda dalarnaensis Hirschmann & Zirngiebl-Nicol, 1961","SPECIES","ACCEPTED","Animalia","4549661: Trichouropoda dalarnaensis Hirschmann & Zirngiebl-Nicol, 1961",FALSE
"7393","Trichouropoda dialveolata",4549651,"Trichouropoda dialveolata Hirschmann & Zirngiebl-Nicol, 1961","SPECIES","ACCEPTED","Animalia","4549651: Trichouropoda dialveolata Hirschmann & Zirngiebl-Nicol, 1961",FALSE
"7394","Trichouropoda elegans",4549640,"Trichouropoda elegans (Kramer, 1882)","SPECIES","ACCEPTED","Animalia","4549640: Trichouropoda elegans (Kramer, 1882)",FALSE
"7395","Trichouropoda karawaievi",4549664,"Trichouropoda karawaievi (Berlese, 1904)","SPECIES","ACCEPTED","Animalia","4549664: Trichouropoda karawaievi (Berlese, 1904)",FALSE
"7396","Trichouropoda longiovalis",4549674,"Trichouropoda longiovalis Hirschmann & Zirngiebl-Nicol, 1961","SPECIES","ACCEPTED","Animalia","4549674: Trichouropoda longiovalis Hirschmann & Zirngiebl-Nicol, 1961",FALSE
"7397","Trichouropoda obscurasimilis",4549648,"Trichouropoda obscurasimilis Hirschmann & Zirngiebl-Nicol, 1961","SPECIES","ACCEPTED","Animalia","4549648: Trichouropoda obscurasimilis Hirschmann & Zirngiebl-Nicol, 1961",FALSE
"7398","Trichouropoda orbicularis",4549700,"Trichouropoda orbicularis (Koch, 1839)","SPECIES","ACCEPTED","Animalia","4549700: Trichouropoda orbicularis (Koch, 1839)",FALSE
"7399","Trichouropoda ovalis",4549688,"Trichouropoda ovalis (Koch, 1839)","SPECIES","ACCEPTED","Animalia","4549688: Trichouropoda ovalis (Koch, 1839)",FALSE
"7400","Trichouropoda polytricha",4549692,"Trichouropoda polytricha (Vitzthum, 1923)","SPECIES","ACCEPTED","Animalia","4549692: Trichouropoda polytricha (Vitzthum, 1923)",FALSE
"7401","Trichouropoda sociata",4549649,"Trichouropoda sociata (Vitzthum, 1923)","SPECIES","ACCEPTED","Animalia","4549649: Trichouropoda sociata (Vitzthum, 1923)",FALSE
"7402","Trichouropoda spatulifera",4549702,"Trichouropoda spatulifera (Moniez, 1892)","SPECIES","ACCEPTED","Animalia","4549702: Trichouropoda spatulifera (Moniez, 1892)",FALSE
"7403","Trichouropoda tuberosa",4549663,"Trichouropoda tuberosa Hirschmann & Zirngiebl-Nicol, 1961","SPECIES","ACCEPTED","Animalia","4549663: Trichouropoda tuberosa Hirschmann & Zirngiebl-Nicol, 1961",FALSE
"7404","Tricyphona alticola",1510100,"Tricyphona alticola Strobl, 1909","SPECIES","ACCEPTED","Animalia","10301314: BOLD:ABA7460",FALSE
"7405","Tricyphona immaculata",1510203,"Tricyphona immaculata (Meigen, 1804)","SPECIES","ACCEPTED","Animalia","10267768: BOLD:AAH7939",FALSE
"7406","Tricyphona livida",1510093,"Tricyphona livida Madarassy, 1881","SPECIES","ACCEPTED","Animalia","10020337: BOLD:ABA7407",FALSE
"7407","Trifolium alpestre",5359499,"Trifolium alpestre L.","SPECIES","ACCEPTED","Plantae","5359499: Trifolium alpestre L.",TRUE
"7408","Trifolium arvense",5359246,"Trifolium arvense L.","SPECIES","ACCEPTED","Plantae","5359246: Trifolium arvense L.",FALSE
"7409","Trifolium aureum",5359060,"Trifolium aureum Pollich","SPECIES","ACCEPTED","Plantae","5359060: Trifolium aureum Pollich",FALSE
"7410","Trifolium badium",5359018,"Trifolium badium Schreb.","SPECIES","ACCEPTED","Plantae","5359018: Trifolium badium Schreb.",FALSE
"7411","Trifolium campestre",5359477,"Trifolium campestre Schreb.","SPECIES","ACCEPTED","Plantae","5359477: Trifolium campestre Schreb.",FALSE
"7412","Trifolium echinatum",5359345,"Trifolium echinatum M.Bieb.","SPECIES","ACCEPTED","Plantae","5359345: Trifolium echinatum M.Bieb.",FALSE
"7413","Trifolium fragiferum",5358935,"Trifolium fragiferum L.","SPECIES","ACCEPTED","Plantae","5358935: Trifolium fragiferum L.",FALSE
"7414","Trifolium hybridum",6109535,"Trifolium hybridum L.","SPECIES","ACCEPTED","Plantae","5359402: Trifolium hybridum subsp. elegans (Savi) Asch. & Graebn. | 6109535: Trifolium hybridum L.",TRUE
"7415","Trifolium incarnatum",5359378,"Trifolium incarnatum L.","SPECIES","ACCEPTED","Plantae","5359378: Trifolium incarnatum L. | 5359383: Trifolium molinerii Balb. ex Hornem.",TRUE
"7416","Trifolium medium",5358812,"Trifolium medium L.","SPECIES","ACCEPTED","Plantae","5358812: Trifolium medium L.",FALSE
"7417","Trifolium michelianum",5359169,"Trifolium michelianum Savi","SPECIES","ACCEPTED","Plantae","5359169: Trifolium michelianum Savi",FALSE
"7418","Trifolium micranthum",5359250,"Trifolium micranthum Viv.","SPECIES","ACCEPTED","Plantae","5359250: Trifolium micranthum Viv.",FALSE
"7419","Trifolium montanum",5359047,"Trifolium montanum L.","SPECIES","ACCEPTED","Plantae","5359047: Trifolium montanum L. | 8126108: Trifolium montanum subsp. rupestre (Ten.) Nyman",FALSE
"7420","Trifolium ochroleucon",5359209,"Trifolium ochroleucon Huds.","SPECIES","ACCEPTED","Plantae","5359209: Trifolium ochroleucon Huds.",FALSE
"7421","Trifolium ornithopodioides",8347243,"Trifolium ornithopodioides L.","SPECIES","ACCEPTED","Plantae","8347243: Trifolium ornithopodioides L.",FALSE
"7422","Trifolium pallidum",5359411,"Trifolium pallidum Waldst. & Kit.","SPECIES","ACCEPTED","Plantae","5359411: Trifolium pallidum Waldst. & Kit.",FALSE
"7423","Trifolium pannonicum",5359067,"Trifolium pannonicum Jacq.","SPECIES","ACCEPTED","Plantae","5359067: Trifolium pannonicum Jacq.",FALSE
"7424","Trifolium patens",5359260,"Trifolium patens Schreb.","SPECIES","ACCEPTED","Plantae","5359260: Trifolium patens Schreb.",FALSE
"7425","Trifolium pratense",8324121,"Trifolium pratense L.","SPECIES","ACCEPTED","Plantae","6710097: Trifolium pratense var. nivale W.D.J.Koch | 8324121: Trifolium pratense L.",FALSE
"7426","Trifolium purpureum",5359526,"Trifolium purpureum Loisel.","SPECIES","ACCEPTED","Plantae","5359526: Trifolium purpureum Loisel.",FALSE
"7427","Trifolium repens",5358748,"Trifolium repens L.","SPECIES","ACCEPTED","Plantae","5358748: Trifolium repens L.",FALSE
"7428","Trifolium resupinatum",5359175,"Trifolium resupinatum L.","SPECIES","ACCEPTED","Plantae","5359175: Trifolium resupinatum L.",FALSE
"7429","Trifolium retusum",5359118,"Trifolium retusum L.","SPECIES","ACCEPTED","Plantae","5359118: Trifolium retusum L. | 7439388: Trifolium parviflorum Ehrh.",FALSE
"7430","Trifolium rodnense",5632712,"Trifolium rodnense Porcius","SPECIES","ACCEPTED","Plantae","5632712: Trifolium rodnense Porcius",FALSE
"7431","Trifolium rubens",5359249,"Trifolium rubens L.","SPECIES","ACCEPTED","Plantae","5359249: Trifolium rubens L.",FALSE
"7432","Trifolium sarosiense",5358815,"Trifolium sarosiense Hazsl.","SPECIES","ACCEPTED","Plantae","5358815: Trifolium sarosiense Hazsl. | 5358817: Trifolium medium subsp. banaticum (Heuff.) Hendrych",FALSE
"7433","Trifolium scabrum",5358977,"Trifolium scabrum L.","SPECIES","ACCEPTED","Plantae","5358977: Trifolium scabrum L.",FALSE
"7434","Trifolium spadiceum",5358902,"Trifolium spadiceum L.","SPECIES","ACCEPTED","Plantae","5358902: Trifolium spadiceum L.",FALSE
"7435","Trifolium squamosum",5359194,"Trifolium squamosum L.","SPECIES","ACCEPTED","Plantae","5359194: Trifolium squamosum L.",FALSE
"7436","Trifolium striatum",5358683,"Trifolium striatum L.","SPECIES","ACCEPTED","Plantae","5358683: Trifolium striatum L.",FALSE
"7437","Trifolium strictum",5359475,"Trifolium strictum L.","SPECIES","ACCEPTED","Plantae","5359475: Trifolium strictum L. | 7617814: Trifolium laevigatum Poir.",FALSE
"7438","Trifolium subterraneum",5359330,"Trifolium subterraneum L.","SPECIES","ACCEPTED","Plantae","5359330: Trifolium subterraneum L.",FALSE
"7439","Trifurcula josefklimeschi",8201530,"Trifurcula josefklimeschi van Nieukerken, 1990","SPECIES","ACCEPTED","Animalia","9991653: BOLD:ABW6507",FALSE
"7440","Trifurcula silviae",7687803,"Trifurcula silviae van Nieukerken, 1990","SPECIES","ACCEPTED","Animalia","10106558: BOLD:ACG9011",FALSE
"7441","Triglochin maritima",2865368,"Triglochin maritima L.","SPECIES","ACCEPTED","Plantae","2865368: Triglochin maritima L.",FALSE
"7442","Triglochin palustris",2865280,"Triglochin palustris L.","SPECIES","ACCEPTED","Plantae","2865280: Triglochin palustris L.",FALSE
"7443","Trigonella caerulea",5360498,"Trigonella caerulea (L.) Ser.","SPECIES","ACCEPTED","Plantae","5360498: Trigonella caerulea (L.) Ser.",TRUE
"7444","Trigonella procumbens",5360402,"Trigonella procumbens (Besser) Rchb.","SPECIES","ACCEPTED","Plantae","5360402: Trigonella procumbens (Besser) Rchb.",FALSE
"7445","Trigonostomum mirabile",5721801,"Trigonostomum mirabile (Pereyaslawzewa, 1892) Graff, 1905","SPECIES","ACCEPTED","Animalia","5721801: Trigonostomum mirabile (Pereyaslawzewa, 1892) Graff, 1905",FALSE
"7446","Trilophozia quinquedentata",7506619,"Trilophozia quinquedentata (Huds.) Bakalin","SPECIES","ACCEPTED","Plantae","2689224: Tritomaria quinquedentata (Huds.) H.Buch",FALSE
"7447","Tringa erythropus",2481725,"Tringa erythropus (Pallas, 1764)","SPECIES","ACCEPTED","Animalia","2481725: Tringa erythropus (Pallas, 1764)",FALSE
"7448","Tringa glareola",2481713,"Tringa glareola Linnaeus, 1758","SPECIES","ACCEPTED","Animalia","2481713: Tringa glareola Linnaeus, 1758",FALSE
"7449","Tringa nebularia",2481726,"Tringa nebularia (Gunnerus, 1767)","SPECIES","ACCEPTED","Animalia","2481726: Tringa nebularia (Gunnerus, 1767)",FALSE
"7450","Tringa ochropus",2481728,"Tringa ochropus Linnaeus, 1758","SPECIES","ACCEPTED","Animalia","2481728: Tringa ochropus Linnaeus, 1758",FALSE
"7451","Tringa stagnatilis",2481719,"Tringa stagnatilis (Bechstein, 1803)","SPECIES","ACCEPTED","Animalia","2481719: Tringa stagnatilis (Bechstein, 1803)",FALSE
"7452","Tringa totanus",2481714,"Tringa totanus (Linnaeus, 1758)","SPECIES","ACCEPTED","Animalia","2481714: Tringa totanus (Linnaeus, 1758) | 7192471: Tringa totanus totanus",FALSE
"7453","Trinia kitaibelii",5540649,"Trinia kitaibelii M.Bieb.","SPECIES","ACCEPTED","Plantae","5540649: Trinia kitaibelii M.Bieb.",FALSE
"7454","Triodia sylvina",6097236,"Triodia sylvina (Linnaeus, 1761)","SPECIES","ACCEPTED","Animalia","6097236: Triodia sylvina (Linnaeus, 1761)",FALSE
"7455","Triogma trisulcata",1510069,"Triogma trisulcata (Schummel, 1829)","SPECIES","ACCEPTED","Animalia","1510069: Triogma trisulcata (Schummel, 1829)",FALSE
"7456","Triops cancriformis",2235058,"Triops cancriformis (Bosc, 1801)","SPECIES","ACCEPTED","Animalia","2235058: Triops cancriformis (Bosc, 1801)",FALSE
"7457","Triphosa dubitata",1969954,"Triphosa dubitata (Linnaeus, 1758)","SPECIES","ACCEPTED","Animalia","1969954: Triphosa dubitata (Linnaeus, 1758)",FALSE
"7458","Triphragmiopsis isopyri",2517156,"Triphragmiopsis isopyri (Moug. & Nestl.) Tranzschel","SPECIES","ACCEPTED","Fungi","2517156: Triphragmiopsis isopyri (Moug. & Nestl.) Tranzschel",FALSE
"7459","Triphragmium filipendulae",2517105,"Triphragmium filipendulae (Lasch) Pass.","SPECIES","ACCEPTED","Fungi","2517105: Triphragmium filipendulae (Lasch) Pass.",FALSE
"7460","Tripleurospermum inodorum",3104179,"Tripleurospermum inodorum (L.) Sch.-Bip","SPECIES","ACCEPTED","Plantae","3104179: Tripleurospermum inodorum (L.) Sch.-Bip | 3104185: Matricaria perforata Mérat",FALSE
"7461","Tripleurospermum maritimum",3104173,"Tripleurospermum maritimum (L.) Koch","SPECIES","ACCEPTED","Plantae","3104173: Tripleurospermum maritimum (L.) Koch",FALSE
"7462","Tripolium pannonicum",3098616,"Tripolium pannonicum (Jacq.) Dobrocz.","SPECIES","ACCEPTED","Plantae","3098616: Tripolium pannonicum (Jacq.) Dobrocz. | 5389289: Aster pannonicus Jacq. | 6063362: Aster tripolium L. | 7808921: Aster tripolium subsp. pannonicus (Jacq.) Soó",TRUE
"7463","Tripyla affinis",2281493,"Tripyla affinis de Man, 1880","SPECIES","ACCEPTED","Animalia","2281493: Tripyla affinis de Man, 1880",FALSE
"7464","Tripyla filicaudata",4349478,"Tripyla filicaudata de Man, 1880","SPECIES","ACCEPTED","Animalia","4349478: Tripyla filicaudata de Man, 1880",FALSE
"7465","Tripyla setifera",2281491,"Tripyla setifera Bütschli, 1873","SPECIES","ACCEPTED","Animalia","2281491: Tripyla setifera Bütschli, 1873",FALSE
"7466","Tripylina arenicola",9305944,"Tripylina arenicola (de Man, 1880) Brzeski, 1963","SPECIES","ACCEPTED","Animalia","9305944: Tripylina arenicola (de Man, 1880) Brzeski, 1963",FALSE
"7467","Trisateles emortualis",1798346,"Trisateles emortualis (Denis & Schiffermüller, 1775)","SPECIES","ACCEPTED","Animalia","1798346: Trisateles emortualis (Denis & Schiffermüller, 1775)",FALSE
"7468","Trisetum alpestre",4114274,"Trisetum alpestre (Host) P.Beauv.","SPECIES","ACCEPTED","Plantae","4114274: Trisetum alpestre (Host) P.Beauv.",FALSE
"7469","Trisetum flavescens",2704389,"Trisetum flavescens (L.) P.Beauv.","SPECIES","ACCEPTED","Plantae","5946708: Trisetum flavescens subsp. purpurascens (DC.) Arcang. | 6312642: Trisetum flavescens subsp. griseovirens (H.Lindb.) Dobignard | 7262124: Trisetum flavescens subsp. flavescens",FALSE
"7470","Trisetum macrotrichum",4111886,"Trisetum macrotrichum Hack.","SPECIES","ACCEPTED","Plantae","4111886: Trisetum macrotrichum Hack.",FALSE
"7471","Tritia neritea",8608139,"Tritia neritea (Linnaeus, 1758)","SPECIES","ACCEPTED","Animalia","8608139: Tritia neritea (Linnaeus, 1758)",FALSE
"7472","Tritia nitida",9711668,"Tritia nitida (Jeffreys, 1867)","SPECIES","ACCEPTED","Animalia","9711668: Tritia nitida (Jeffreys, 1867)",FALSE
"7473","Tritia reticulata",5727892,"Tritia reticulata (Linnaeus, 1758)","SPECIES","ACCEPTED","Animalia","2303019: Nassarius reticulatus (Linnaeus, 1758)",FALSE
"7474","Triticum aestivum",7795888,"Triticum aestivum L.","SPECIES","ACCEPTED","Plantae","2706392: Triticum sativum Lam. | 7795888: Triticum aestivum L.",FALSE
"7475","Triticum monococcum",7883427,"Triticum monococcum L.","SPECIES","ACCEPTED","Plantae","7883427: Triticum monococcum L.",FALSE
"7476","Triticum turgidum",2706406,"Triticum turgidum L.","SPECIES","ACCEPTED","Plantae","2706406: Triticum turgidum L.",FALSE
"7477","Triticum vulgare",7541363,"Triticum vulgare L.","SPECIES","ACCEPTED","Plantae","7541363: Triticum vulgare L.",FALSE
"7478","Tritomaria exsecta",2689225,"Tritomaria exsecta (Schmidel) Schiffn. ex Loeske","SPECIES","ACCEPTED","Plantae","2689225: Tritomaria exsecta (Schmidel) Schiffn. ex Loeske",FALSE
"7479","Tritomegas bicolor",5758805,"Tritomegas bicolor (Linnaeus, 1758)","SPECIES","ACCEPTED","Animalia","5758805: Tritomegas bicolor (Linnaeus, 1758)",FALSE
"7480","Tritomegas sexmaculatus",5758809,"Tritomegas sexmaculatus (Rambur, 1839)","SPECIES","ACCEPTED","Animalia","5758809: Tritomegas sexmaculatus (Rambur, 1839)",FALSE
"7481","Triturus cristatus",2431885,"Triturus cristatus (Laurenti, 1768)","SPECIES","ACCEPTED","Animalia","2431885: Triturus cristatus (Laurenti, 1768) | 8826976: Triturus cristatus cristatus",FALSE
"7482","Triturus dobrogicus",2431891,"Triturus dobrogicus (Kiritzescu, 1903)","SPECIES","ACCEPTED","Animalia","2431891: Triturus dobrogicus (Kiritzescu, 1903)",FALSE
"7483","Triturus karelinii",2431890,"Triturus karelinii (Strauch, 1870)","SPECIES","ACCEPTED","Animalia","2431890: Triturus karelinii (Strauch, 1870)",FALSE
"7484","Trochila craterium",5256887,"Trochila craterium (DC.) Fr.","SPECIES","ACCEPTED","Fungi","5256887: Trochila craterium (DC.) Fr.",FALSE
"7485","Trochosa terricola",2145815,"Trochosa terricola Thorell, 1856","SPECIES","ACCEPTED","Animalia","2145815: Trochosa terricola Thorell, 1856",FALSE
"7486","Trochulus hispidus",7363930,"Trochulus hispidus (Linnaeus, 1758)","SPECIES","ACCEPTED","Animalia","7363930: Trochulus hispidus (Linnaeus, 1758)",FALSE
"7487","Troglodytes troglodytes",5231438,"Troglodytes troglodytes (Linnaeus, 1758)","SPECIES","ACCEPTED","Animalia","5231438: Troglodytes troglodytes (Linnaeus, 1758) | 7191608: Troglodytes troglodytes troglodytes",FALSE
"7488","Trollius altissimus",7277008,"Trollius altissimus Crantz","SPECIES","ACCEPTED","Plantae","7277008: Trollius altissimus Crantz",FALSE
"7489","Trollius europaeus",3033289,"Trollius europaeus L.","SPECIES","ACCEPTED","Plantae","3033289: Trollius europaeus L.",FALSE
"7490","Trommsdorffia maculata",5387328,"Trommsdorffia maculata (L.) Bernh.","SPECIES","ACCEPTED","Plantae","3093693: Hypochaeris maculata L. | 8823570: Hypochoeris maculata L.",FALSE
"7491","Trommsdorffia uniflora",5387347,"Trommsdorffia uniflora (Vill.) Soják","SPECIES","ACCEPTED","Plantae","3093841: Hypochaeris uniflora Vill.",FALSE
"7492","Tropaeolum majus",2889934,"Tropaeolum majus L.","SPECIES","ACCEPTED","Plantae","2889934: Tropaeolum majus L.",FALSE
"7493","Tropidothorax leucopterus",4486301,"Tropidothorax leucopterus (Goeze, 1778)","SPECIES","ACCEPTED","Animalia","4486301: Tropidothorax leucopterus (Goeze, 1778) | 11394121: Lygaeus simulus",FALSE
"7494","Tropidotilla litoralis",4506284,"Tropidotilla litoralis (Petagna, 1787)","SPECIES","ACCEPTED","Animalia","4506284: Tropidotilla litoralis (Petagna, 1787)",FALSE
"7495","Tropinota hirta",1084559,"Tropinota hirta (Poda, 1761)","SPECIES","ACCEPTED","Animalia","1084559: Tropinota hirta (Poda, 1761)",FALSE
"7496","Tropiphorus elevatus",1216470,"Tropiphorus elevatus (Herbst, 1795)","SPECIES","ACCEPTED","Animalia","1216470: Tropiphorus elevatus (Herbst, 1795)",FALSE
"7497","Truncatellina cylindrica",5781058,"Truncatellina cylindrica (J.B.Férussac, 1807)","SPECIES","ACCEPTED","Animalia","5781058: Truncatellina cylindrica (J.B.Férussac, 1807)",FALSE
"7498","Trypetoptera punctulata",1444753,"Trypetoptera punctulata (Scopoli, 1763)","SPECIES","ACCEPTED","Animalia","1444753: Trypetoptera punctulata (Scopoli, 1763)",FALSE
"7499","Trypocopris vernalis",1070887,"Trypocopris vernalis (Linnaeus, 1758)","SPECIES","ACCEPTED","Animalia","1070887: Trypocopris vernalis (Linnaeus, 1758)",FALSE
"7500","Tubifera ferruginosa",5425805,"Tubifera ferruginosa (Batsch) J.F.Gmel., 1792","SPECIES","ACCEPTED","Protozoa","5425805: Tubifera ferruginosa (Batsch) J.F.Gmel., 1792",FALSE
"7501","Tubixaba saccata",4554952,"Tubixaba saccata Popovici, 1995","SPECIES","ACCEPTED","Animalia","4554952: Tubixaba saccata Popovici, 1995",FALSE
"7502","Tubulicrinis subulatus",2542118,"Tubulicrinis subulatus (Bourdot & Galzin) Donk","SPECIES","ACCEPTED","Fungi","2542118: Tubulicrinis subulatus (Bourdot & Galzin) Donk",FALSE
"7503","Tulipa gesneriana",5299675,"Tulipa gesneriana L.","SPECIES","ACCEPTED","Plantae","5299675: Tulipa gesneriana L.",FALSE
"7504","Tulipa hungarica",5299388,"Tulipa hungarica Borbás","SPECIES","ACCEPTED","Plantae","5299388: Tulipa hungarica Borbás",FALSE
"7505","Tulipa sylvestris",5299536,"Tulipa sylvestris L.","SPECIES","ACCEPTED","Plantae","5299536: Tulipa sylvestris L. | 5299607: Tulipa sylvestris subsp. australis (Link) Pamp.",FALSE
"7506","Tulostoma pulchellum",5243301,"Tulostoma pulchellum Sacc.","SPECIES","ACCEPTED","Fungi","5243301: Tulostoma pulchellum Sacc.",FALSE
"7507","Turdus iliacus",2490781,"Turdus iliacus Linnaeus, 1758","SPECIES","ACCEPTED","Animalia","2490781: Turdus iliacus Linnaeus, 1758",FALSE
"7508","Turdus merula",2490719,"Turdus merula Linnaeus, 1758","SPECIES","ACCEPTED","Animalia","2490719: Turdus merula Linnaeus, 1758 | 6094940: Turdus merula aterrimus (Madarász, 1903) | 6171845: Turdus merula merula",FALSE
"7509","Turdus philomelos",7901064,"Turdus philomelos C.L.Brehm, 1831","SPECIES","ACCEPTED","Animalia","7342146: Turdus philomelos philomelos | 7901064: Turdus philomelos C.L.Brehm, 1831",FALSE
"7510","Turdus pilaris",2490737,"Turdus pilaris Linnaeus, 1758","SPECIES","ACCEPTED","Animalia","2490737: Turdus pilaris Linnaeus, 1758",FALSE
"7511","Turdus torquatus",7865305,"Turdus torquatus Linnaeus, 1758","SPECIES","ACCEPTED","Animalia","6542554: Turdus torquatus alpestris (C.L.Brehm, 1831) | 7865305: Turdus torquatus Linnaeus, 1758",FALSE
"7512","Turdus viscivorus",2490774,"Turdus viscivorus Linnaeus, 1758","SPECIES","ACCEPTED","Animalia","2490774: Turdus viscivorus Linnaeus, 1758 | 7342142: Turdus viscivorus viscivorus",FALSE
"7513","Turgenia latifolia",3034778,"Turgenia latifolia (L.) Hoffm.","SPECIES","ACCEPTED","Plantae","3034778: Turgenia latifolia (L.) Hoffm. | 8435125: Caucalis latifolia (L.) L.",FALSE
"7514","Turritis glabra",5376000,"Turritis glabra L.","SPECIES","ACCEPTED","Plantae","5376000: Turritis glabra L.",FALSE
"7515","Tursiops truncatus",2440447,"Tursiops truncatus (Montagu, 1821)","SPECIES","ACCEPTED","Animalia","6165037: Tursiops truncatus ponticus Barabash-Nikiforov, 1940",FALSE
"7516","Tussilago farfara",3149879,"Tussilago farfara L.","SPECIES","ACCEPTED","Plantae","3149879: Tussilago farfara L.",FALSE
"7517","Tylencholaimellus affinis",4555286,"Tylencholaimellus affinis (Brakenhoff, 1914) Thorne, 1939","SPECIES","ACCEPTED","Animalia","4555286: Tylencholaimellus affinis (Brakenhoff, 1914) Thorne, 1939",FALSE
"7518","Tylencholaimellus striatus",4555292,"Tylencholaimellus striatus Thorne, 1939","SPECIES","ACCEPTED","Animalia","4555292: Tylencholaimellus striatus Thorne, 1939",FALSE
"7519","Tylencholaimus minimus",4555256,"Tylencholaimus minimus de Man, 1876","SPECIES","ACCEPTED","Animalia","4555256: Tylencholaimus minimus de Man, 1876",FALSE
"7520","Tylencholaimus minutus",4555271,"Tylencholaimus minutus Vinciguerra, 1986","SPECIES","ACCEPTED","Animalia","4555271: Tylencholaimus minutus Vinciguerra, 1986",FALSE
"7521","Tylencholaimus mirabilis",2282664,"Tylencholaimus mirabilis (Bütschli, 1873) De Man, 1876","SPECIES","ACCEPTED","Animalia","2282664: Tylencholaimus mirabilis (Bütschli, 1873) De Man, 1876",FALSE
"7522","Tylencholaimus stecki",4555274,"Tylencholaimus stecki Steiner, 1914","SPECIES","ACCEPTED","Animalia","4555274: Tylencholaimus stecki Steiner, 1914",FALSE
"7523","Tylenchorhynchus dubius",2283945,"Tylenchorhynchus dubius (Bütschli, 1873) Filipjev, 1936","SPECIES","ACCEPTED","Animalia","4556236: Bitylenchus dubius (Bütschli, 1873) Filipjev, 1934",FALSE
"7524","Tylenchorhynchus maximus",2283944,"Tylenchorhynchus maximus Allen, 1955","SPECIES","ACCEPTED","Animalia","4556127: Sauertylenchus maximus (Allen, 1955) Siddiqi, 2000",FALSE
"7525","Tylenchus davainei",4556106,"Tylenchus davainei Bastian, 1865","SPECIES","ACCEPTED","Animalia","4556106: Tylenchus davainei Bastian, 1865",FALSE
"7526","Tylocephalus auriculatus",2283121,"Tylocephalus auriculatus (Bütschli, 1873) Anderson, 1966","SPECIES","ACCEPTED","Animalia","2283121: Tylocephalus auriculatus (Bütschli, 1873) Anderson, 1966",FALSE
"7527","Tylodelphys clavata",2503645,"Tylodelphys clavata (von Nordmann, 1832) Diesing, 1850","SPECIES","ACCEPTED","Animalia","2503645: Tylodelphys clavata (von Nordmann, 1832) Diesing, 1850",FALSE
"7528","Tylodelphys clavata",11258093,"Tylodelphys clavata von Nordmann, 1832","SPECIES","DOUBTFUL","Animalia","9842898: BOLD:ABZ2949",FALSE
"7529","Tylolaimophorus typicus",2283885,"Tylolaimophorus typicus De Man, 1880","SPECIES","ACCEPTED","Animalia","2283885: Tylolaimophorus typicus De Man, 1880",FALSE
"7530","Tylospora fibrillosa",2554301,"Tylospora fibrillosa (Burt) Donk","SPECIES","ACCEPTED","Fungi","2554301: Tylospora fibrillosa (Burt) Donk",FALSE
"7531","Typha angustifolia",5289461,"Typha angustifolia L.","SPECIES","ACCEPTED","Plantae","5289461: Typha angustifolia L.",FALSE
"7532","Typha latifolia",5289423,"Typha latifolia L.","SPECIES","ACCEPTED","Plantae","5289423: Typha latifolia L.",FALSE
"7533","Typha laxmannii",5289503,"Typha laxmannii Lepech.","SPECIES","ACCEPTED","Plantae","5289503: Typha laxmannii Lepech.",FALSE
"7534","Typha minima",5289492,"Typha minima Funck","SPECIES","ACCEPTED","Plantae","5289492: Typha minima Funck",FALSE
"7535","Typha minima",8304396,"Typha minima Funck ex Hoppe","SPECIES","DOUBTFUL","Plantae","8304396: Typha minima Funck ex Hoppe",FALSE
"7536","Typhula fistulosa",8047444,"Typhula fistulosa (Holmsk.) Olariaga","SPECIES","ACCEPTED","Fungi","3315523: Clavariadelphus fistulosus (Holmsk.) Corner",FALSE
"7537","Typhula juncea",8534874,"Typhula juncea (Alb. & Schwein.) P.Karst.","SPECIES","ACCEPTED","Fungi","2538968: Clavariadelphus junceus (Alb. & Schwein.) Corner",FALSE
"7538","Tyria jacobaeae",5115777,"Tyria jacobaeae (Linnaeus, 1758)","SPECIES","ACCEPTED","Animalia","5115777: Tyria jacobaeae (Linnaeus, 1758)",FALSE
"7539","Tyromyces gilvellus",3364211,"Tyromyces gilvellus (Pilát) Komarova","SPECIES","ACCEPTED","Fungi","5464518: Poria gilvella Pilát",FALSE
"7540","Tyta luctuosa",1790692,"Tyta luctuosa (Denis & Schiffermüller, 1775)","SPECIES","ACCEPTED","Animalia","1790692: Tyta luctuosa (Denis & Schiffermüller, 1775)",FALSE
"7541","Tyto alba",2497921,"Tyto alba (Scopoli, 1769)","SPECIES","ACCEPTED","Animalia","2497921: Tyto alba (Scopoli, 1769)",FALSE
"7542","Tytthaspis sedecimpunctata",4452258,"Tytthaspis sedecimpunctata (Linnaeus, 1758)","SPECIES","ACCEPTED","Animalia","4452258: Tytthaspis sedecimpunctata (Linnaeus, 1758)",FALSE
"7543","Udea ferrugalis",1887198,"Udea ferrugalis (Hübner, 1796)","SPECIES","ACCEPTED","Animalia","1887198: Udea ferrugalis (Hübner, 1796)",FALSE
